"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Abase","/əˈbeɪs/","v.","abase, abases, abased, abased, abasing","abasement (n.)","降低…的地位；貶抑","He refused to abase himself by apologizing for something he didn't do.","abase oneself; abase one's pride; abase one's dignity","C2"
"Abash","/əˈbæʃ/","v.","abash, abashes, abashed, abashed, abashing","abashment (n.)","使羞愧；使尷尬","She was abashed by the unexpected personal questions during the interview.","abash someone; abash the audience; abash with embarrassment","C2"
"Abate","/əˈbeɪt/","v.","abate, abates, abated, abated, abating","abatable (adj.); abatement (n.); abator (n.)","減弱；減輕","The storm finally began to abate, allowing residents to assess the damage.","abate the storm; abate the noise; abate the pain","C2"
"Abbreviate","/əˈbɹɪviˌeɪt/","v.","abbreviate, abbreviates, abbreviated, abbreviated, abbreviating","abbreviator (n.); abbreviation (n.)","縮寫；縮短","Please abbreviate your report to fit the word limit for the submission.","abbreviate the word; abbreviate the title; abbreviate the sentence","C2"
"Abdicate","/ˈæbdəˌkeɪt/","v.","abdicate, abdicates, abdicated, abdicated, abdicating","abdication (n.); abdicable (adj.); abdicator (n.)","退位；辭職","Facing pressure from all sides, the king decided to abdicate the throne.","abdicate the throne; abdicate responsibility; abdicate power","C2"
"Aberrant","/æˈbɛɹənt/","adj.","aberrant, more aberrant, most aberrant","aberrance (n.); aberrancy (n.); aberrate (v.)","異常的；偏離正常的","The aberrant behavior of the usually calm professor surprised everyone.","aberrant behavior; aberrant thoughts; aberrant pattern","C2"
"Abet","/əˈbɛt/","v.","abet, abets, abetted, abetted, abetting","abetment (n.); abettal (n.); abetter (n.); abettor (n.)","教唆；幫助（犯罪）","He was accused of abetting the crime by providing false alibis for the suspects.","abet a crime; abet the thief; abet wrongdoing","C2"
"Abeyance","/əˈbeɪəns/","n. [U]","no changes","abeyant (adj.)","中止；暫時擱置","The project was left in abeyance while the company restructured its priorities.","hold in abeyance; remain in abeyance; place in abeyance","C2"
"Abhor","/æˈbhɔɹ/","v.","abhor, abhors, abhorred, abhorred, abhorring","abhorrence (n.); abhorrent (adj.); abhorrer (n.)","厭惡；憎恨","She abhorred the idea of animal cruelty and actively campaigned against it.","abhor violence; abhor cruelty; abhor injustice","C2"
"Abide","/əˈbaɪd/","v.","abide, abides, abided, abided, abiding","abidance (n.)","忍受；堅守（承諾）","As a doctor, she had to abide by the Hippocratic Oath and maintain patient confidentiality.","abide by the rules; abide by the decision; abide with patience","C2"
