"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Dissonance","/ˈdɪsənəns/","n.","dissonance, dissonances","dissonant (adj.)","a conflict of people's opinions or actions or characters","The dissonance among the team members became apparent when they couldn't agree on a unified strategy.","cognitive dissonance; cause dissonance; emotional dissonance","C2"
"Docile","/ˈdɑsəl/","adj.","docile, more docile, most docile","docility (n.)","willing to be taught or led or supervised or directed","The docile puppy quickly learned new tricks and followed its owner's commands without hesitation.","docile temperament; naturally docile; surprisingly docile","C2"
"Dogmatic","/dɑˈɡmætɪk/","adj.","dogmatic, more dogmatic, most dogmatic","dogma (n.), dogmatism (n.)","characterized by assertion of unproved or unprovable principles","His dogmatic approach to the project left no room for alternative ideas or constructive feedback.","dogmatic approach; dogmatic beliefs; dogmatic statements","C2"
"Dormant","/ˈdɔɹmənt/","adj.","no changes","dormancy (n.)","in a condition of biological rest or suspended animation","The volcano remained dormant for decades, giving locals a false sense of security.","remain dormant; lie dormant; dormant volcano","C2"
"Draconian","/dɹeɪˈkoʊniən/","adj.","draconian, more draconian, most draconian","draconianism (n.)","of or relating to Draco or his harsh code of laws","The new law was criticized for being draconian, as it imposed harsh penalties for even minor offenses.","draconian measures; draconian laws; draconian punishment","C2"
"Dubious","/ˈdubiəs/","adj.","dubious, more dubious, most dubious","dubiety (n.), dubiousness (n.)","Arousing doubt; questionable; open to suspicion.","The company's financial statements were dubious, raising concerns among investors and regulators.","dubious reputation; dubious claim; dubious character","C2"
"Duplicity","/duˈplɪsɪti/","n.","duplicity, duplicities","duplicitous (adj.)","a fraudulent or duplicitous representation","The politician's duplicity was exposed when leaked emails revealed his secret dealings with the corporation.","deliberate duplicity; act of duplicity; blatant duplicity","C2"
"Diverge","/dɪˈvɝdʒ/","v.","diverge, diverges, diverged, diverged, diverging","divergence (n.), divergent (adj.)","move or draw apart","As the road diverged, the travelers had to decide which path would lead them to their destination.","diverge from the path; diverge from the norm; diverge in opinion","C2"
"Dogged","/ˈdɔɡɪd/","adj.","dogged, more dogged, most dogged","doggedness (n.)","showing persistent determination; tenacious","Her dogged determination eventually overcame every obstacle in her path.","dogged determination; dogged pursuit; dogged perseverance","C2"
"Dissent","/dɪˈsɛnt/","v.","dissent, dissents, dissented, dissented, dissenting","dissension (n.), dissenter (n.)","withhold assent","The committee member dissented from the majority opinion, presenting a detailed counterargument.","openly dissent; dissent from the majority; dissent from the opinion","C2"
