"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Staid","/ˈsteɪd/","adj.","staid, staider, staidest","staidness (n.)","characterized by dignity and propriety","The staid butler maintained his composure despite the chaos around him.","staid demeanor; staid personality; staid atmosphere","C2"
"Stigma","/ˈstɪɡmə/","n.","stigma, stigmas","stigmatic (adj.), stigmatize (v.)","a mark of disgrace associated with a particular circumstance, quality, or person","The stigma on the flower was covered in pollen after the bee's visit.","stigma of disease; stigma attached; stigma remains","C2"
"Stellar","/ˈstɛlɚ/","adj.","stellar, more stellar, most stellar","None","indicating the most important performer or role","The actor gave a stellar performance that earned him a standing ovation.","stellar performance; stellar career; stellar reputation","C2"
"Stoic","/ˈstoʊɪk/","adj.","stoic, stoicer, stoicest","stoically (adv.), stoicism (n.)","seeming unaffected by pleasure or pain; impassive","Despite the pain, the stoic soldier refused to show any sign of discomfort.","stoic expression; stoic demeanor; stoic resilience","C2"
"Steadfast","/ˈstɛˌdfæst/","adj.","steadfast, more steadfast, most steadfast","steadfastness (n.)","marked by firm determination or resolution; not shakable","Her steadfast dedication to the cause never wavered, even during difficult times.","steadfast commitment; steadfast belief; steadfast support","C2"
"Staunch","/ˈstɔntʃ/","adj.","staunch, stauncher, staunchest","staunchness (n.)","firm and dependable especially in loyalty","He was a staunch supporter of the team, attending every game for decades.","staunch supporter; staunch ally; staunch defender","C2"
"Stagnant","/ˈstæɡnənt/","adj.","stagnant, more stagnant, most stagnant","stagnate (v.), stagnancy (n.)","not circulating or flowing","The stagnant pond was a breeding ground for mosquitoes and other insects.","stagnant water; stagnant economy; stagnant growth","C2"
"Stringent","/ˈstɹɪndʒənt/","adj.","stringent, more stringent, most stringent","stringency (n.)","demanding strict attention to rules and procedures","The company enforced stringent security measures after the data breach.","stringent regulations; stringent standards; stringent requirements","C2"
"Stolid","/ˈstɑləd/","adj.","stolid, more stolid, most stolid","stolidity (n.), stolidness (n.)","having or revealing little emotion or sensibility; not easily aroused or excited; - Nordhoff & Hall","The stolid accountant showed little emotion, even when discussing financial losses.","stolid expression; stolid demeanor; stolid personality","C2"
"Stratagem","/ˈstɹætədʒəm/","n.","stratagem, stratagems","None","a maneuver in a game or conversation","The general's stratagem involved a feigned retreat to lure the enemy into a trap.","clever stratagem; strategic stratagem; effective stratagem","C2"
"Sublime","/səˈblaɪm/","adj.","sublime, more sublime, most sublime","sublimate (n.), sublimity (n.)","inspiring awe","The view from the mountain was sublime, leaving everyone in awe of its beauty.","sublime beauty; sublime experience; sublime moment","C2"
"Stupor","/ˈstupɚ/","n.","stupor, stupors","stuporous (adj.)","a state of near-unconsciousness or insensibility","In a stupor of shock, she struggled to process the sudden accident.","state of stupor; drug-induced stupor; temporary stupor","C2"
"Submissive","/səˈbmɪsɪv/","adj.","submissive, more submissive, most submissive","submit (v.), submissiveness (n.)","inclined or willing to submit to orders or wishes of others or showing such inclination","The submissive dog obeyed its owner's commands without hesitation.","submissive behavior; submissive attitude; submissive nature","C2"
"Subordinate","/səˈbɔɹdəˌneɪt/","n.","subordinate, subordinates","subordination (n.), subordinateness (n.)","an assistant subject to the authority or control of another","The manager delegated the task to his subordinate, trusting their expertise.","trusted subordinate; loyal subordinate; immediate subordinate","C2"
"Subversive","/səˈbvɝsɪv/","adj.","subversive, more subversive, most subversive","subvert (v.), subversiveness (n.)","in opposition to a civil authority or government","The subversive group actively worked to undermine the current government.","subversive activities; subversive ideas; subversive group","C2"
"Substantive","/ˈsʌbstəntɪv/","adj.","substantive, more substantive, most substantive","substantival (adj.)","having a firm basis in reality and being therefore important, meaningful, or considerable","The research provided substantive evidence supporting the new environmental policy.","substantive change; substantive discussion; substantive evidence","C2"
"Subservient","/səˈbsɝviənt/","adj.","subservient, more subservient, most subservient","subserve (v.), subservience (n.), subservientness (n.)","prepared to obey others unquestioningly; less important; subordinate","He was careful never to appear subservient to the CEO, even when asked to follow difficult orders.","subservient role; subservient position; subservient attitude","C2"
"Subtle","/ˈsʌtəl/","adj.","subtle, subtler, subtlest","None","difficult to detect or grasp by the mind or analyze","The detective noticed a subtle change in the suspect's behavior during the interrogation.","subtle difference; subtle hint; subtle flavor","C2"
"Superficial","/ˌsupɚˈfɪʃəl/","n.","superficial, superficials","superficies (n.), superficiality (n.)","A surface detail.","The novel's superficial plot failed to engage readers, who found it lacking depth.","superficial analysis; superficial resemblance; superficial understanding","C2"
