"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Lollipop","/ˈlɑliˌpɑp/","n.","lollipop, lollipops","None","ice cream or water ice on a small wooden stick","The little girl smiled as she licked her strawberry lollipop in the park.","lollipop even though; lollipop due; replace lollipop","B1"
"Loser","/ˈluzɚ/","n.","loser, losers","lose (v.)","a person who does not win a game, race, or competition","The loser of the match shook hands with the winner and smiled politely.","a sore loser; the loser of the game; a graceful loser","B1"
"Lobby","/ˈlɑbi/","n.","lobby, lobbies","lobbyist (n.)","a large entrance or reception room or area","AMD hasn't updated the links, after all, to its federal lobby and disclosure forms on its policy page for a year now.","federal lobby; lobby works too; china lobby","B1"
"Location","/loʊˈkeɪʃən/","n.","location, locations","locate (v.)","a point or extent in space","Change the site route to our location where the website is uploaded.","certain location; key location; highly strategic location","B1"
"Lover","/ˈlʌvɚ/","n.","lover, lovers","love (v.)","a person who loves someone or is loved by someone","She is a great lover of old films and watches one almost every night.","lover blind; liquid glass lover; lover more easily","B1"
"Lord","/ˈlɔɹd/","n.","lord, lords","lordly (adj.), lordship (n.)","terms referring to the Judeo","In the old story, the lord owned a large castle and many fields.","lord knows; lord okay; best five lord","B1"
"Loose","/ˈlus/","adj.","loose, looser, loosest","looseness (n.)","not compact or dense in structure or arrangement","Got loose when we were moving something.","loose cannon indian; dangerous loose; loose ends","B1"
"Log","/ˈlɔɡ/","n.","log, logs","logger (n.), logging (n.)","a segment of the trunk of a tree when stripped of branches","He sat on a fallen log by the river and ate his lunch.","securely log; query log; always log","B1"
"Lock","/ˈlɑk/","n.","lock, locks","locker (n.), lockage (n.)","a fastener fitted to a door or drawer to keep it firmly closed","You can start and stop containers, even deploy new projects or check locks.","lock lines; lock entries; guardian lock","B1"
"Luggage","/ˈlʌɡədʒ/","n. [U]","no changes","lug (v.)","cases used to carry belongings when traveling","We carried our heavy luggage up the stairs to the hotel room.","leave our luggage; off our luggage; lose their luggage","B1"
"Magician","/məˈdʒɪʃən/","n.","magician, magicians","magic (n.)","someone who performs magic tricks to amuse an audience","She's , ""You're a magician."" I'm , ""I'm not a magician.","influential magician; talented m magician; real deal magician","B1"
"Lung","/ˈlʌŋ/","n.","lung, lungs","None","either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood","The doctor listened to my lungs and told me to breathe deeply.","tiny lung; lung samples; lung everything","B1"
"Magical","/ˈmædʒɪkəl/","adj.","magical, more magical, most magical","magic (n.)","possessing or using or characteristic of or appropriate to supernatural powers; - Shakespeare","I'm creating a vial of this magical juice that you can use for your rat.","magical place; magical formula; almost magical","B1"
"Maid","/ˈmeɪd/","n.","maid, maids","maidhood (n.)","a female domestic","The former are often recruited as maids, nannies, and cooks; the latter as drivers, construction workers, security guards, and electricians.","maid mea; maid cafes; perfect maid","B1"
"Mall","/ˈmɔl/","n.","mall, malls","None","a public area set aside as a pedestrian walk","We spent the whole afternoon shopping at the new mall in town.","dystopian mall; shopping mall; mall somebody shot","B1"
"Marble","/ˈmɑɹbəl/","n. [U]","no changes","marbleize (v.)","a smooth, hard stone used for floors, statues, and buildings","The grand hall had a shiny floor made of white marble.","white marble; marble floor; marble statue","B1"
"Majority","/məˈdʒɔɹəti/","n.","majority, majorities","major (adj.)","the property resulting from being or relating to the greater in number of two parts; the main part","The majority of students in our class enjoy learning foreign languages.","super majority; majority leader; absolute vast majority","B1"
"Marvelous","/ˈmɑɹvələs/","adj.","marvelous, more marvelous, most marvelous","marvel (n.)","extraordinarily good or great; used especially as intensifiers","On the other hand, how marvelous is it that nature created this phenomenon that allows it to be aware of itself.","marvelous job; truly marvelous; marvelous cake","B1"
"Magnet","/ˈmæɡnət/","n.","magnet, magnets","magnetic (adj.), magnetise (v.), magnetize (v.)","a piece of iron or steel that can pull other metal objects toward it","That nice cool feature to hold the lid on is created by some very strong magnets.","big magnet; huge finger magnet; couple magnet","B1"
"Meadow","/ˈmɛˌdoʊ/","n.","meadow, meadows","None","a field where grass or alfalfa are grown to be made into hay","The Meadow, Texas-based family winery operation filed its petition, No.","aux meadow; meadow discovered concerning; named timothy meadow","B1"
"Mayor","/ˈmeɪɚ/","n.","mayor, mayors","mayoral (adj.)","the head of a city government","The mayor promised to build more parks and schools for the city.","office mayor; describe mayor; mayor daley","B1"
"Marker","/ˈmɑɹkɚ/","n.","marker, markers","mark (v.)","some conspicuous object used to distinguish or mark something","Predictive injury systems integrate biomechanical data with physiological stress markers to provide an actionable readiness score for professional athletes.","marker gene trees; marker supplementary fig; canonical marker","B1"
"Melon","/ˈmɛlən/","n.","melon, melons","None","any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh","She cut the sweet melon into small pieces for the children.","blind melon; about those melon; watch coco melon","B1"
"Medal","/ˈmɛdəl/","n.","medal, medals","medalist (n.), medallist (n.)","an award for winning a championship or commemorating some other event","A very talented YouTuber did, and he deserves a medal for it.","medal level; medal every four; medal winning mathematician","B1"
"Mathematical","/ˌmæθəˈmætɪkəl/","adj.","no changes","mathematics (n.)","of or pertaining to or of the nature of mathematics","Thus, the question whether accounting numbers through models based on mathematical economics truly affect business value has an answer: Maybe, yes.","mathematical proofs; mathematical investigation; mathematical reasoning","B1"
"Merry","/ˈmɛɹi/","adj.","merry, merrier, merriest","merriness (n.)","full of or showing high-spirited merriment; - Wordsworth","Everyone was merry and laughing at the birthday party last night.","merry gentlemen; merry month; yo merry","B1"
"Media","/ˈmidiə/","n.","media, medias","None","a means or instrumentality for storing or communicating information","Aura farming involves deliberately curating ones vibe and aesthetic on social media to appear cooler or more based to followers.","media platforms; media campaigns wherever; viz media","B1"
"Meaningful","/ˈminɪŋfəl/","adj.","meaningful, more meaningful, most meaningful","meaningfulness (n.)","having a meaning or purpose","The specialized experts are interpretable and causally meaningful -- ablating a module causes substantial drops on benchmarks requiring its specialized domain.","meaningful connections; meaningful impact; meaningful experiences","B1"
"Meanwhile","/ˈmiˌnwaɪl/","adv.","no changes","None","at the same time but in another place","Meanwhile, not only do taxes fail to compensate for this inequality, they actively make it worse.","now meanwhile; meanwhile we're talking; caroline meanwhile","B1"
