word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Abortion,/əˈbɔɹʃən/,n.,"abortion, abortions","abort (v.), abortionist (n.)",termination of pregnancy｜終止懷孕,Laws that protect patients and staff from harassment outside abortion clinics apply equally to everyone in the vicinity.,abortion ban; have abortion; get abortions,C1
Abnormal,/æˈbnɔɹməl/,adj.,"abnormal, more abnormal, most abnormal",abnormality (n.),not normal; not typical or usual or regular or conforming to a norm｜不正常；非典型或不尋常,In this paper we propose a novel method to detect abnormal behaviors of elderly people living at home.,abnormal behaviors; abnormal cortical thickness; abnormal upbringing,C1
Abrupt,/əˈbɹʌpt/,adj.,"abrupt, more abrupt, most abrupt","abruptness (n.), abruptly (adv.)","sudden and unexpected, often in an unpleasant way｜突然且出乎意料，通常是不愉快的方式","We revisit macroeconomic time-varying parameter vector autoregressions , whose persistent coefficients may adapt too slowly to large, abrupt shifts such as those during major crises.",abrupt changes; abrupt pause; abrupt end,C1
Absurd,/əˈbsɝd/,adj.,"absurd, more absurd, most absurd",absurdity (n.),inconsistent with reason or logic or common sense｜不合邏輯或常理的,"This leads them to believe the dream is real, even when the dreams are absurd.",absurd amount; absurd number; absurd plots,C1
Abundant,/əˈbʌndənt/,adj.,"abundant, more abundant, most abundant",abundance (n.),present in great quantity｜大量存在的,"At low ozone, both high and low clouds become more abundant, due to changes in the tropospheric stability.",abundant resources; abundant oil; abundant data,C1
Accessible,/æˈksɛsəbəl/,adj.,"accessible, more accessible, most accessible",accessibility (n.),capable of being reached｜可到達的;可及的,"The Alaska Highway, built during the war, and the Alaska Marine Highway, completed in 1963, made the state more accessible than before.",accessible toilet; accessible information; accessible tools,C1
Accounting,/əˈkaʊntɪŋ/,n. [U],no changes,account (v.),"a system for recording, analyzing, and reporting financial transactions｜記錄、分析和報告財務交易的系統",The firm hired a senior accountant to review its financial accounting practices and ensure compliance with international reporting standards.,accounting standards; financial accounting; accounting practice,C1
Accord,/əˈkɔɹd/,n.,"accord, accords","accordant (adj.), accordance (n.)",a formal agreement between countries or groups｜國家或團體之間的正式協定,"One problem was the amount of disinformation circulating on social media, including false claims that the accord would cede national sovereignty to the WHO.",peace accord; reach an accord; sign an accord,C1
Accommodation,/əˌkɑməˈdeɪʃən/,n. [U],no changes,"accommodate (v.), accommodational (adj.)",a place to stay or live; lodging｜住宿的地方;住處,"The conference package includes flights, accommodation, and a daily stipend for meals.",find accommodation; special accommodation; have accommodation,C1
Abuse,/əˈbjus/,n. [U],no changes,"abuser (n.), abusive (adj.)","cruel treatment or the improper use of power, authority, or something valuable｜殘酷的對待或不當使用權力、權威或有價值的東西","In cases where a judge rather than a jury decided issues of fact, an appellate court will apply an ""abuse of discretion"" standard of review.",abuse potential; domestic abuse; abuse of power,C1
Acquisition,/ˌækwəˈzɪʃən/,n.,"acquisition, acquisitions",acquire (v.),the act of contracting or assuming or acquiring possession of something｜簽訂、承擔或取得某物所有權的行為,The recent acquisition of the smaller firm helped the company expand into new markets.,acquisition of skills; grow through acquisition; increasing acquisition,C1
Activist,/ˈæktəvəst/,n.,"activist, activists",activism (n.),a militant reformer｜激進的改革者,The young activist spent years campaigning for better protection of local woodlands.,young activist; peace activist; political activists,C1
Acute,/əˈkjut/,adj.,"acute, more acute, most acute","acuteness (n.), acutely (adv.)",having or experiencing a rapid onset and short but severe course｜發病急且病程短但嚴重的,The patient was admitted with acute abdominal pain that had begun that morning.,acute inflammatory response; acute stress; acute care,C1
Administration,/æˌdmɪnɪsˈtɹeɪʃən/,n. [U],no changes,administer (v.),the activity of managing or running an organization or government｜管理或經營組織或政府的活動,"His administration faced difficulties guarding Western settlers, railroads, and telegraph lines from Native American attacks.",current administration; federal administration; administration policy,C1
Administrative,/əˈdmɪnəsˌtɹeɪtɪv/,adj.,"administrative, more administrative, most administrative","administer (v.), administrate (v.)",of or relating to or responsible for administration｜有關或負責行政的,"The French language in Algeria persists, especially in media, education, and certain administrative matters, but has no official status.",administrative burden; administrative region; administrative control,C1
Administrator,/əˈdmɪnəsˌtɹeɪtɚ/,n.,"administrator, administrators",administrate (v.),someone who administers a business｜管理業務的人,"The system reasons over the knowledge graph to derive better actionable intelligence to security administrators, thus decreasing their cognitive load and increasing their confidence in the system.",school administrator; system administrator; senior administrator,C1
Adolescent,/ˌædəˈlɛsənt/,adj.,"adolescent, more adolescent, most adolescent","adolesce (v.), adolescence (n.)",relating to or peculiar to or suggestive of an adolescent｜與青少年有關的或為青少年特有的,"And once the child develops these theories of mind, they enter the adolescent stage, which I think of as the transactional stage of life.",adolescent depression; adolescent girls; adolescent behavior,C1
Adverse,/æˈdvɝs/,adj.,"adverse, more adverse, most adverse","adversity (n.), adversely (adv.)",contrary to your interests or welfare｜違反自身利益或福祉的,Reliable housing data can help Caribbean communities reduce the adverse impacts of extreme weather.,adverse change; adverse conditions; adverse effects,C1
Affection,/əˈfɛkʃən/,n. [U],no changes,affectionate (adj.),a positive feeling of liking｜喜歡的正面情感,She spoke of her former teacher with genuine affection and gratitude.,great affection; mutual affection; express affection,C1
Advocate,/ˈædvəkət/,n.,"advocate, advocates",advocacy (n.),a person who pleads for a cause or propounds an idea｜為某項事業進行辯護或提出想法的人,She became a prominent advocate for the rights of displaced families.,strong advocate; vocal advocate; advocate for reform,C1
Agenda,/əˈdʒɛndə/,n.,"agenda, agendas",None,"a list or plan of matters to address, or a set of goals｜待處理事項的清單或計畫，或一套目標",The committee placed housing reform at the top of its political agenda.,political agenda; set the agenda; hidden agenda,C1
Aggression,/əˈɡɹɛʃən/,n. [U],no changes,aggress (v.),a disposition to behave aggressively｜表現攻擊性的傾向,"Some Southerners have described it as the ""War of Northern Aggression"".",predatory aggression; impulsive aggression; physical aggression,C1
Agony,/ˈæɡəni/,n.,"agony, agonies","agonal (adj.), agonise (v.), agonist (n.), agonize (v.)",intense feelings of suffering; acute mental or physical pain｜強烈的痛苦感受;劇烈的心理或身體疼痛,"Achilles tells Hector it is hopeless to expect that of him, declaring that, ""my rage, my fury would drive me now to hack your flesh away and eat you raw – such agonies you have caused me.",in agony; unnecessary agony; of agony,C1
Acquaint,/əˈkweɪnt/,v.,"acquaint, acquaints, acquainted, acquainted, acquainting",acquaintance (n.),cause to come to know personally｜使個人認識；使熟悉,"In his youth, Alexander was also acquainted with Persian exiles at the Macedonian court, who received the protection of Philip II for several years as they opposed Artaxerxes III.",acquainted with actors; acquainted with work; acquaint with life,C1
Abolish,/əˈbɑlɪʃ/,v.,"abolish, abolishes, abolished, abolished, abolishing",abolition (n.),"to officially end a law, system, or practice｜正式廢除法律、制度或習俗",The new government promised to abolish the unfair tax within a year.,abolish slavery; abolish a law; abolish the death penalty,C1
Adore,/əˈdɔɹ/,v.,"adore, adores, adored, adored, adoring","adorer (n.), adorable (adj.)",love intensely｜深深喜愛,She absolutely adored her grandfather and visited him every Sunday afternoon.,adore their children; adore his wife; simply adore,C1
Aisle,/ˈaɪl/,n.,"aisle, aisles",None,"a passage between rows of seats in a theatre, church, or aircraft｜戲院、教堂或飛機座位間的通道",The couple walked slowly down the aisle to the sound of a string quartet playing a Bach suite.,walk down the aisle; across the aisle; political aisle,C1
Agricultural,/ˌæɡɹəˈkʌltʃɚəl/,adj.,no changes,None,relating to or used in or promoting agriculture or farming｜與農業或耕作相關的,"Following the war, the state remained chiefly agricultural, with an economy tied to cotton.",agricultural cycle; agricultural society; agricultural industry,C1
Accommodate,/əˈkɑməˌdeɪt/,v.,"accommodate, accommodates, accommodated, accommodated, accommodating","accommodation (n.), accommodating (v.)",provide enough space or suitable conditions for someone or something｜提供足夠空間或適當條件給某人或某物,The broad processional route could accommodate thousands of spectators.,accommodate guests; accommodate growth; easily accommodate,C1
Accelerate,/æˈksɛlɚˌeɪt/,v.,"accelerate, accelerates, accelerated, accelerated, accelerating","acceleration (n.), accelerator (n.)",move faster｜加速,Investment in new equipment helped accelerate the pace of research at the laboratory.,accelerate aging; significantly accelerate; accelerate drug discovery,C1
Alcoholic,/ˌælkəˈhɑlɪk/,adj.,no changes,alcohol (n.),characteristic of or containing alcohol｜含酒精的,The Alabama Alcoholic Beverage Control Board controls the sale and distribution of alcoholic beverages in the state.,serious alcoholic; alcoholic beverages; alcoholic fathers,C1
Allergic,/əˈlɝdʒɪk/,adj.,"allergic, more allergic, most allergic",allergy (n.),characterized by or caused by allergy｜由過敏引起的,She discovered that she was allergic to certain nuts after a sudden reaction at dinner.,allergic diseases; allergic reactions; allergic reaction,C1
Alien,/ˈeɪliən/,adj.,"alien, more alien, most alien",None,not contained in or deriving from the essential nature of something｜非某物本質所固有的,"The landscape felt completely alien to him, unlike anything he had encountered during his years of fieldwork.",advanced alien; alien species; alien civilization,C1
Allergy,/ˈælɚdʒi/,n.,"allergy, allergies","allergic (adj.), allergist (n.)",hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity｜對特定過敏原的過度敏感反應；症狀強度可能差異很大,Allergy to these compounds is the leading cause of allergic contact dermatitis in florists in the US.,allergy information; have allergies; develop allergies,C1
Allocate,/ˈæləˌkeɪt/,v.,"allocate, allocates, allocated, allocated, allocating",allocation (n.),distribute according to a plan or set apart for a special purpose｜按計劃分配或撥出供特殊用途,The council decided to allocate more funds to repairing the worn-out local roads.,fairly allocate; allocate resources; allocate budget,C1
Alliance,/əˈlaɪəns/,n.,"alliance, alliances",None,the state of being allied or confederated｜結盟或聯合的狀態,Priam is willing because it would mean the end of the war and an alliance with the world's greatest warrior.,northern alliance; military alliance; new alliance,C1
Ally,/ˈælaɪ/,v.,"ally, allies, allied, allied, allying",alliance (n.),to join with another person or group to give mutual support｜與他人或團體聯合以提供相互支持,The smaller party chose to ally itself with the ruling government for support.,ally oneself; ally with movement; ally in war,C1
Ample,/ˈæmpəl/,adj.,"ample, ampler, amplest",ampleness (n.),more than enough in size or scope or capacity｜在大小、範圍或容量上綽綽有餘,"Although we demonstrate the ability to overcome assumptions in prior work, there is ample scope for improving absolute performance.",ample scope; ample supply; ample evidence,C1
Amend,/əˈmɛnd/,v.,"amend, amends, amended, amended, amending","amendable (adj.), amendment (n.), amendatory (adj.)",make amendments to｜修改、修訂,Parliament voted to amend the law after several provisions proved unworkable.,amend the constitution; amend a law; amend the proposal,C1
Alternate,/ˈɔltɚnət/,adj.,"alternate, more alternate, most alternate",alternation (n.),offering a different choice; not following the usual pattern｜提供不同選擇；不遵循通常模式,The alternate route avoids the bridge and takes drivers through the valley.,alternate universe; alternate reality; alternate method,C1
Antique,/æˈntik/,adj.,"antique, more antique, most antique","antiquate (v.), antiquity (n.)",made in or typical of earlier times and valued for its age｜製造於早期或具有早期典型特徵的，因年代久遠而具價值,And now it's late antique or the early Middle Ages.,antique devices; antique dealers; antique dealer,C1
Alter,/ˈɔltɚ/,v.,"alter, alters, altered, altered, altering","alterable (adj.), alteration (n.)",cause to change; make different; cause a transformation｜使改變；使不同；導致轉變,"Ice–albedo feedback is a positive feedback climate process where a change in the area of ice caps, glaciers, and sea ice alters the albedo and surface temperature of a planet.",significantly alter; alter outcomes; alter behavior,C1
Anonymous,/əˈnɑnəməs/,adj.,"anonymous, more anonymous, most anonymous",anonymity (n.),having no known name or identity or known source｜沒有已知名稱、身分或來源的,"Due to the proliferation in alchemical literature of pseudepigrapha and anonymous works, however, it is difficult to know which of the alchemists were actually women.",remain anonymous; anonymous author; anonymous accounts,C1
Applause,/əˈplɔz/,n. [U],no changes,applaud (v.),a demonstration of approval by clapping the hands together｜透過鼓掌錶達讚許的行為,The audience broke into loud applause when the scientists took the stage.,loud applause; burst of applause; receive applause,C1
Architect,/ˈɑɹkəˌtɛkt/,n.,"architect, architects",None,someone who creates plans to be used in making something (such as buildings)｜設計建築物等事物藍圖的人,"The temples should be Canon (basic principle), and the architects were trying to achieve this esthetic perfection.",original architect; struggling architect; architect of story,C1
Alongside,/əˈlɔˈŋsaɪd/,prep.,no changes,None,next to or together with someone or something at the same time｜在...旁邊；與...同時,""" In his many works on anarchism, historian Noam Chomsky describes anarchism, alongside libertarian Marxism, as the libertarian wing of socialism.",trained alongside; work alongside; runs alongside,C1
Anticipate,/æˈntɪsəˌpeɪt/,v.,"anticipate, anticipates, anticipated, anticipated, anticipating","anticipator (n.), anticipative (adj.), anticipatory (adj.)",regard something as probable or likely｜預期；認為...可能發生,Economists anticipate that inflation will ease later in the year.,anticipate issues; anticipate problems; anticipate future,C1
Arena,/ɚˈinə/,n.,"arena, arenas",None,a particular environment or walk of life｜特定的環境或生活領域,"And that feels good in the moment, but you're not stepping into the arena.",in arena; political arena; into arena,C1
Apt,/ˈæpt/,adj.,"apt, more apt, most apt",aptness (n.),naturally likely or inclined to do something; suitable｜天生傾向於做某事的；適宜的,"Her description of the situation was particularly apt, capturing the complexity of the issue in just a few words.",apt description; perfectly apt; apt phrase,C1
Appliance,/əˈplaɪəns/,n.,"appliance, appliances",None,a device or control that is very useful for a particular job｜對特定工作很有用的裝置或控制器,"A non-intrusive sensor-based infrastructure acquires low-level data about the interaction of the individual with home appliances and furniture, as well as data from environmental sensors.",new appliances; buy appliances; professional appliances,C1
Arrogant,/ˈɛɹəɡənt/,adj.,"arrogant, more arrogant, most arrogant","arrogantly (adv.), arrogance (n.)",having or showing feelings of unwarranted importance out of overbearing pride｜表現出妄自尊大態度的,Now I don't mean that in an arrogant way.,arrogant way; arrogant attitude; arrogant individual,C1
Arouse,/ɚˈaʊz/,v.,"arouse, arouses, aroused, aroused, arousing","arousal (n.), arouser (n.)",to make someone feel a particular emotion or reaction｜激起某人的某種情感或反應,The strange noise in the attic aroused my curiosity at once.,arouse curiosity; arouse suspicion; arouse interest,C1
Articulate,/ɑˈɹtɪkjəˌleɪt/,v.,"articulate, articulates, articulated, articulated, articulating","articulation (n.), articulately (adv.)",express an idea or feeling clearly in words｜清晰地用語言表達想法或情感,Anarchic attitudes were also articulated by Tragedy and Philosophy in Greece.,cannot articulate; articulate vision; articulate idea,C1
Analyst,/ˈænələst/,n.,"analyst, analysts",analyze (v.),someone who is skilled at analyzing data｜擅長分析資料的人,"Other ways anthropology contributes to environmental discourse include serving as theorists and analysts, or refining definitions to be more neutral/universal, etc.",wall street analyst; human analyst; financial analysts,C1
Athletics,/æˈθlɛtɪks/,n. [U],no changes,athletic (adj.),an active diversion requiring physical exertion and competition｜需要體力消耗和競爭的主動消遣活動,"Socrates uses various analogies, discussing athletics and the sciences to prove his point.",at athletics; in athletics; do athletics,C1
Architecture,/ˈɑɹkəˌtɛktʃɚ/,n. [U],no changes,None,an architectural product or work｜建築產品或作品,"They show the spread of the cult of Apollo and the evolution of Greek architecture, which was mostly based on the rightness of form and on mathematical relations.",design computer architecture; new architecture; build architecture,C1
Assault,/əˈsɔlt/,n.,"assault, assaults","assaulter (n.), assaultive (adj.)",a violent physical attack on a person｜暴力人身攻擊,The man was arrested and charged with assault after the fight.,a physical assault; an assault victim; a violent assault,C1
Assert,/əˈsɝt/,v.,"assert, asserts, asserted, asserted, asserting","assertion (n.), assertive (adj.)",state categorically｜斷言；肯定地說,"He asserted that the nation was conceived in liberty and dedicated to the proposition that all men are created equal, and that the deaths of the brave men who fell at Gettysburg would not have been in vain.",assert independence; assert power; assert will,C1
Array,/ɚˈeɪ/,n.,"array, arrays",None,an orderly arrangement｜整齊的排列,"Snakes, monitor lizards, and numerous other reptiles can be found living among an array of rodents throughout the semi arid regions of Algeria.",vast array; diverse array; full array,C1
Attendance,/əˈtɛndəns/,n. [U],no changes,"attend (v.), attendant (adj.)",the act of being present (at a meeting or event etc.)｜出席；到場,"I also document positive associations between endurance and college attendance, college quality, college graduation, firm quality, and other outcomes.",in attendance; attendance across nation; attendance at preview,C1
Attic,/ˈætɪk/,n.,"attic, attics",None,"the space or room just below the roof of a house, often used for storage｜屋頂下的空間或房間，常用於儲存",We found some old photographs in a dusty box in the attic.,dusty attic; attic room; attic window,C1
Asset,/ˈæˌsɛt/,n.,"asset, assets",None,a useful or valuable quality｜有用或有價值的品質,A calm and patient manner is a real asset for anyone working in customer service.,valuable asset; asset directory; return on asset,C1
Auction,/ˈɑkʃən/,n.,"auction, auctions",auctioneer (n.),a sale in which items are sold to the person who offers the highest price｜將物品賣給出價最高者的銷售方式,"The painting sold for far more than expected at the public auction, attracting buyers from across the world.",public auction; auction house; online auction,C1
