"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Lunch","/ˈlʌntʃ/","n.","lunch, lunches","luncher (n.), lunching (n.)","a midday meal","We're going to do lunch next week.","buy lunch; quick lunch; lunch every single","A1"
"Lot","/ˈlɑt/","n.","lot, lots","None","(often followed by `of') a large number or amount or extent","They're, a lot of it is defensive.","lot lately; lot better; lot more focus","A1"
"Mad","/ˈmæd/","adj.","mad, madder, maddest","madness (n.)","roused to anger","My brother gets mad when he loses a game.","mad respect; mad magazine guy; mad dreams","A1"
"Lovely","/ˈlʌvli/","adj.","lovely, more lovely, most lovely","loveliness (n.)","appealing to the emotions as well as the eye","Really lovely account there that he gave.","lovely dinner; lovely brick; lovely thank","A1"
"Loud","/ˈlaʊd/","adv.","loud, louder, loudest","loudness (n.)","with relatively high volume","Especially me when I'm a loud person.","loud than words; little loud; loud music","A1"
"Love","/ˈlʌv/","n. [U]","no changes","lover (n.), loveable (adj.)","a strong positive emotion of regard and affection","I would love to see some elephants.","love your thoughts; absolutely love; love basil","A1"
"Magic","/ˈmædʒɪk/","n. [U]","no changes","magical (adj.), magician (n.)","any art that invokes supernatural powers","There wasn't a magic rejection that broke me.","magic wand; magic happens; magic bullet","A1"
"Machine","/məˈʃin/","n.","machine, machines","machinery (n.), machinist (n.)","any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks","She put her clothes in the washing machine.","time machine; vending machine; biological machine","A1"
"Lucky","/ˈlʌki/","adj.","lucky, luckier, luckiest","luck (n.), luckiness (n.)","occurring by chance","I'm, I'm the luckiest guy in the world.","incredibly lucky; lucky break; lucky ones","A1"
"Low","/ˈloʊ/","adj.","low, lower, lowest","lowness (n.)","less than normal in degree or intensity or amount","The price of milk is very low this week.","low dose; low strings; low egg count","A1"
"Mail","/ˈmeɪl/","n. [U]","no changes","mailer (n.), mailing (n.)","the bags of letters and packages that are transported by the postal service","We had pigeonholes in the same mail room.","mail delivery; hate mail; fan mail","A1"
"Main","/ˈmeɪn/","adj.","no changes","None","most important element","It was a main weapon in their arsenal.","main source; main issue; main categories","A1"
"May","/ˈmeɪ/","v.","no changes","None","To be strong; to have power (over).","You may go out to play after lunch.","mayfly; maypole; may-bug","A1"
"Married","/ˈmɛɹid/","adj.","no changes","marry (v.)","having a husband or a wife","They are married and live in a small house.","get married; married couple; married woman","A1"
"Man","/ˈmæn/","n.","man, men","manly (adj.)","an adult person who is male (as opposed to a woman)","Or the men who've sworn an oath.","gay man; hey man; extremely literate man","A1"
"Mark","/ˈmɑɹk/","n.","mark, marks","marker (n.), marking (n.)","a number or letter indicating quality (especially of a student's performance)","She got a high mark on her test.","mark travellers; mark rohan; every mark","A1"
"Map","/ˈmæp/","n.","map, maps","mapper (n.), mapping (n.)","a diagrammatic representation of the earth's surface (or part of it)","Unlocked a new corner of the map, though.","map onto; road map; wave map","A1"
"Math","/ˈmæθ/","n. [U]","no changes","None","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","We have a math class every morning.","math question; math research projects; complex math","A1"
"Many","/ˈmɛni/","adj.","no changes","None","a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number","Many of them built their own PCs anyways.","many years ago; fact many; many tokens","A1"
"Market","/ˈmɑɹkət/","n.","market, markets","marketer (n.), marketing (n.), marketable (adj.)","the world of commercial activity where goods and services are bought and sold","Maybe markets is not the way to do this.","financial market; market rates; farmers market","A1"
"Matter","/ˈmætɚ/","n.","matter, matters","None","a vaguely specified concern","He got the details wrong, which doesn't matter.","make matter; exercise matter; difference matter","A1"
"Member","/ˈmɛmbɚ/","n.","member, members","membership (n.)","one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)","I use it and have many of my team members.","paying member; qa member; audience member","A1"
"Medicine","/ˈmɛdəsən/","n. [U]","no changes","medical (adj.), medicate (v.), medicinal (adj.)","the branches of medical science that deal with nonsurgical techniques","I want to be very specific to my colleagues in regenerative medicine and everything.","plant medicine; western medicine; practice medicine","A1"
"Meal","/ˈmil/","n.","meal, meals","mealy (adj.)","the food served and eaten at one time","That was a was a delicious meal.","meal delivery service; first meal; delicious meal","A1"
"Medium","/ˈmidiəm/","adj.","medium, more medium, most medium","medial (adj.)","not big and not small; in the middle size","In a different in a different medium.","medium size; a medium shirt; medium heat","A1"
"Meat","/ˈmit/","n. [U]","no changes","meaty (adj.)","the flesh of animals (including fishes and birds and snails) used as food","You got some meat on the bones now.","camel meat; mid meat; meat onward","A1"
"Maybe","/ˈmeɪbi/","adv.","maybe, mayber, maybest","None","by chance","Maybe markets is not the way to do this.","maybe your own; know maybe; yeah maybe","A1"
"Meeting","/ˈmitɪŋ/","n.","meeting, meetings","meet (v.)","a time when people come together to talk about something","We have a meeting at work every week.","a long meeting; team meeting; morning meeting","A1"
"Milk","/ˈmɪlk/","n. [U]","no changes","milky (adj.)","a white drink that comes from cows","One iced square in ice latte with almond milk.","a glass of milk; fresh milk; drink milk","A1"
"Mine","/ˈmaɪn/","n.","mine, mines","miner (n.)","a deep hole in the ground where people dig for coal or metal","Many workers go down into the mine.","a coal mine; a gold mine; work in a mine","A1"
"Menu","/ˈmɛnju/","n.","menu, menus","None","a list of food and drinks you can order at a restaurant","The waiter gave us the menu to read.","read the menu; lunch menu; check the menu","A1"
"Minute","/ˈmɪnət/","n.","minute, minutes","minutely (adv.)","a unit of time equal to 60 seconds or 1/60th of an hour","I think I better in few minutes I make a friend.","takes minute; minute started; minute need","A1"
"Middle","/ˈmɪdəl/","adj.","middle, middler, middlest","None","in the center, between two ends or sides","She sat in the middle seat on the bus.","middle seat; middle finger; middle row","A1"
"Mind","/ˈmaɪnd/","n. [U]","no changes","None","the part of you that thinks, feels, and remembers","She has a quick mind and learns very fast.","change your mind; peace of mind; clear mind","A1"
"Million","/ˈmɪljən/","n.","million, millions","None","the number that is represented as a one followed by 6 zeros","There's over a million displaced people in the last several weeks.","million tokens; million questions; million users","A1"
"Modern","/ˈmɑdɚn/","adj.","modern, more modern, most modern","modernity (n.), modernness (n.)","belonging to the modern era; since the Middle Ages","They live in a small modern house.","modern era; modern culture; modern warfare too","A1"
"Mistake","/mɪˈsteɪk/","n.","mistake, mistakes","mistaking (n.)","something you do wrong or get wrong","I made a small mistake in my homework today.","make a mistake; big mistake; silly mistake","A1"
"Monkey","/ˈmʌŋki/","n.","monkey, monkeys","None","any of various long-tailed primates (excluding the prosimians)","I don't know what it is about monkeys.","monkey theorem; monkey mind; jpeg monkey","A1"
"Moment","/ˈmoʊmənt/","n.","moment, moments","momentary (adj.), momentous (adj.), momentaneous (adj.)","a very short period of time","Please wait here for a moment.","wait a moment; at the moment; for a moment","A1"
"Month","/ˈmʌnθ/","n.","month, months","monthly (adj.)","one of the twelve divisions of the calendar year","I have to wait six months on average.","past few month; spent month; month after","A1"
"Money","/ˈmʌni/","n. [U]","no changes","moneyer (n.), monetary (adj.)","the most common medium of exchange; functions as legal tender","There'd be a lot of money available.","lose money; broker call money; borrow money","A1"
