"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Liner","/ˈlaɪnɚ/","n.","liner, liners","line (v.)","Someone who fits a lining to something.","Surface swab collection and processing The interior surfaces of milking liners as well as their exterior shells were sampled with pre-assembled swab kits (Becton Dickinson Ref.","trash liner; milk liners; on liner","C2"
"Liable","/ˈlaɪəbəl/","adj.","liable, more liable, most liable","liability (n.)","Bound or obliged in law or equity; responsible; answerable.","Accuracy of economic theories and efficiency of economic policy strictly depend on the choice of the economic variables and processes mostly liable for description of economic reality.","liable corporations; liable choice; liable under rico","C2"
"Limp","/ˈlɪmp/","adj.","limp, limper, limpest","limper (n.), limpness (n.)","Flaccid; flabby, resembling flesh.",""" In the later books, his limp is not mentioned, suggesting it may have been a temporary wartime injury.","limp arm; limp wrists; limp biscuit cover","C2"
"Liberation","/ˌlɪbɚˈeɪʃən/","n. [U]","no changes","liberate (v.)","The act of liberating or the state of being liberated.","But as soon as we let it go, the experience that we have is a liberation, a liberation from all of the things that we don't have to care about.","national liberation; true liberation; queer liberation","C2"
"Lieutenant","/luˈtɛnənt/","n.","lieutenant, lieutenants","lieutenancy (n.)","The lowest junior commissioned officer rank(s) in many military forces, often Army and Marines.","The young lieutenant led his platoon across the bridge under heavy enemy fire.","army lieutenant; first lieutenant; chief lieutenant","C2"
"Lethal","/ˈliθəl/","adj.","lethal, more lethal, most lethal","lethality (n.)","Of, pertaining to, or causing death; deadly; mortal; fatal.","We also formulated the finite population version of the model in the case of lethal mutations.","lethal form; potentially lethal; lethal mutations","C2"
"Liter","/ˈlitɚ/","n.","liter, liters","None","a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)","So, for example, calculating a mean of liters and then converting to gallons is the same as converting to gallons first and then calculating the mean.","full liter; liter of wine; liter of water","C2"
"Lifelong","/ˈlaɪˈflɔŋ/","adj.","lifelong, more lifelong, most lifelong","None","Extending for the entire duration of life.","Nevertheless, he was an avid reader and maintained a lifelong interest in learning.","lifelong obsession; lifelong devotion; lifelong learning","C2"
"Livestock","/ˈlaɪvˌstɑk/","n. [U]","no changes","None","Farm animals; animals domesticated for cultivation.","These subcellular structures, called hydrogenobodies, were found to contribute to the generation of methane livestock.","growing livestock; livestock carriers; specialized livestock","C2"
"Literate","/ˈlɪtɚət/","adj.","literate, more literate, most literate","literacy (n.)","Able to read and write; having literacy.","2% of women are literate as of 2001.","literate man; incredibly literate; sufficiently literate","C2"
"Lining","/ˈlaɪnɪŋ/","n.","lining, linings","None","A covering for the inside surface of something.","That's because Joel had an unfortunate event happen, but there was a silver lining.","uterine lining; gastric lining; keep lining","C2"
"Literacy","/ˈlɪtɚəsi/","n. [U]","no changes","None","The ability to read and write.","The challenge - discriminating between fluent expression and substantive thought - constitutes a critical literacy skill for modern education.","advancing media literacy; financial literacy; digital literacy","C2"
"Locker","/ˈlɑkɚ/","n.","locker, lockers","lock (v.)","a storage compartment for clothes and valuables; usually it has a lock","When they finished broadcasting, they found a small present from Slayton in the food locker: a real turkey dinner with stuffing, in the same kind of pack given to the troops in Vietnam.","foot locker; evidence locker; personal locker","C2"
"Lofty","/ˈlɔfti/","adj.","lofty, loftier, loftiest","loftiness (n.)","High, tall, having great height or stature.","GAIA has a lofty goal to bring years of agriculture knowledge in the form of research papers meticulously maintained in GARDIAN portal in the hands of the farmers.","lofty hope; lofty goals; lofty language","C2"
"Lizard","/ˈlɪzɚd/","n.","lizard, lizards","None","relatively long-bodied reptile with usually two pairs of legs and a tapering tail","Snakes, monitor lizards, and numerous other reptiles can be found living among an array of rodents throughout the semi arid regions of Algeria.","mean lizard; terrible lizards; see lizards","C2"
"Literal","/ˈlɪtɚəl/","adj.","literal, more literal, most literal","literalness (n.)","Exactly as stated; read or understood without interpretation; according to the letter; not figurative or metaphorical; following the letter or exact words; not taking liberties; etymonic rather than idiomatic.","In this sense, the literal meanings of alchemical formulas hid a spiritual philosophy.","literal sense; literal energy; literal cage","C2"
"Lonesome","/ˈloʊnsəm/","adj.","lonesome, more lonesome, most lonesome","lonesomeness (n.)","Sad because of being alone or having no companions; lonely.","He felt lonesome during the long winter nights in the empty mountain cabin.","lonesome feeling; lonesome road; feel lonesome","C2"
"Longitude","/ˈlɑndʒəˌtud/","n. [U]","no changes","longitudinal (adj.)","the angular distance between a point on any meridian and the prime meridian at Greenwich","The parsed addresses would be sent to a geocoding API to obtain longitude and latitude, and the geolocation would then be displayed on the front-end map.","latitude longitude; work longitude; longitude at sea","C2"
"Logo","/ˈloʊɡoʊ/","n.","logo, logos","None","A visual symbol or emblem that acts as a trademark or a means of identification of a company or organization.","The effect is sensitive to subtle cues, such as people being more helpful when there were stylized eyespots instead of a logo on a computer screen.","old logo; new logo; little logo","C2"
"Lotion","/ˈloʊʃən/","n.","lotion, lotions","None","A low- to medium-viscosity topical preparation intended for application to unbroken skin.","Other recipes were for making hair dyes, lotions, lip colours.","use lotion; of lotion; with lotion","C2"
"Lottery","/ˈlɑtɚi/","n.","lottery, lotteries","None","A scheme for the distribution of prizes by lot or chance, especially a gaming scheme in which one or more tickets bearing particular numbers draw prizes, the other tickets are blanks.","You'd be more likely to win the lottery three more likely to win the lottery three times in a row.","new lottery; play lottery; geographic lottery","C2"
"Lotus","/ˈloʊtəs/","n.","lotus, lotuses","None","native to eastern Asia; widely cultivated for its large pink or white flowers","You'll notice influences stupas (dome-shaped structures), lotus flower carvings, and ornate details typical of these regions' religious buildings.","white lotus; lotus flower carvings; eye center lotus","C2"
"Loudspeaker","/ˈlaʊdˌspikɚ/","n.","loudspeaker, loudspeakers","None","An electromechanical transducer that converts an electrical signal into audible sound.","Electroacoustic transducers include loudspeakers, microphones, particle velocity sensors, hydrophones and sonar projectors.","station loudspeaker; with loudspeakers; loudspeakers for reverberation","C2"
"Longevity","/lɔˈndʒɛvəti/","n. [U]","no changes","None","The quality of being long-lasting, especially of life.","She was later granted longevity by Apollo who turned her into a nymph.","longevity genes; operational longevity; longevity space","C2"
"Lullaby","/ˈlʌləˌbaɪ/","n.","lullaby, lullabies","None","A cradlesong, a soothing song to calm children or lull them to sleep.","Ballads, lullabies, street vendor's cries, nursery rhymes, and work songs are plentiful.","irish lullaby; famous lullaby; sweet lullaby","C2"
"Lucrative","/ˈlukɹətɪv/","adj.","lucrative, more lucrative, most lucrative","lucre (n.)","Producing a surplus; profitable.","Women are less likely to participate as entrepreneurs and independent farmers and are engaged in the production of less lucrative crops.","particularly lucrative; lucrative sideline; lucrative market","C2"
