word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Massive,/ˈmæsɪv/,adj.,"massive, more massive, most massive",massiveness (n.),imposing in size or bulk or solidity｜巨大的；龐大的（體積或規模上令人印象深刻的）,"In these days, people are particularly obsessed with extraordinary success, massive outlier success, multi-multi-billionaire type success.",massive amounts; massive scale; massive unemployment,C1
Merge,/ˈmɝdʒ/,v.,"merge, merges, merged, merged, merging","merger (n.), merging (n.)",become one｜合併；融合（成為一體）,Both Atlas tend to merge in eastern Algeria.,merge requests; merge request; merge changes,C1
Miniature,/ˈmɪniəˌtʃʊɹ/,adj.,"miniature, more miniature, most miniature","miniaturise (v.), miniaturist (n.), miniaturize (v.)",being on a very small scale｜小型的；迷你的（在非常小的規模上）,The engineer built a miniature version of the engine to test its performance before constructing the full-scale model.,miniature human; miniature version; miniature device,C1
Mint,/ˈmɪnt/,n.,"mint, mints","minter (n.), mintage (n.)",a large sum of money; an impressively high amount｜大筆錢；巨款（一筆可觀的金錢數目）,He made a small mint by selling his old comic collection to eager collectors.,make a mint; cost a mint; worth a mint,C1
Missionary,/ˈmɪʃəˌnɛɹi/,n.,"missionary, missionaries",None,someone who attempts to convert others to a particular doctrine or program｜傳教士；傳道者（試圖使他人皈依特定教義或計畫的人）,The missionary doctor devoted years to establishing clinics in remote villages where modern healthcare had never reached.,send missionaries; medical missionary; first missionary,C1
Migration,/maɪˈɡɹeɪʃən/,n.,"migration, migrations",migrate (v.),the movement of persons from one country or locality to another｜遷移；移居（人們從一個國家或地區移動到另一個地方）,Seasonal bird migration occurs every autumn and spring.,mass migration; seasonal migration; migration process,C1
Moan,/ˈmoʊn/,n.,"moan, moans",moaner (n.),an utterance expressing pain or disapproval｜呻吟聲；抱怨聲（表達痛苦或不滿的聲音）,Do those convinced pacifists hear the moans coming from there.,loud moan; moan of pain; let out a moan,C1
Milestone,/ˈmaɪlˌstoʊn/,n.,"milestone, milestones",None,an important event or stage marking progress or development｜里程碑；重大事件（標誌著進步或發展的重要階段）,"But if you can break it down into small parts, it gives you these manageable micro milestones along the way.",significant milestone; major milestone; reach milestone,C1
Mock,/ˈmɑk/,adj.,"mock, no changes","mocker (n.), mockery (n.)",constituting a copy or imitation of something｜模擬的；仿造的（構成對某事物的複製或模仿）,"The fitting method is extensively tested with a comprehensive suite of mock galaxies, real galaxies from the Sloan Digital Sky Survey and Milky Way globular clusters.",mock charge; mock experiment; mock videos,C1
Minimal,/ˈmɪnəməl/,adj.,"minimal, more minimal, most minimal",None,the least possible｜最少的；最低限度的（最少可能的）,The repairs caused only minimal disruption to the daily routine of the office.,minimal impact; minimal changes; minimal effort,C1
Minimize,/ˈmɪnəˌmaɪz/,v.,"minimize, minimizes, minimized, minimized, minimizing","minimum (n.), minimization (n.)",make small or insignificant｜使最小化；使縮到最少（使變小或變得不重要）,Engineers selected a coating thickness of 5 μm to minimize solar heat gain while maximizing radiative heat loss from the building surface.,minimize energy consumption; minimize cost; minimize risk,C1
Monopoly,/məˈnɑpəli/,n.,"monopoly, monopolies","monopolise (v.), monopolist (n.), monopolize (v.), monopolistic (adj.)",exclusive control or possession of a commodity or service by one party｜獨佔；壟斷（一方對商品或服務的獨家控制或擁有）,The single supplier had a near monopoly on water in that remote mountain region.,monopoly game; monopoly money; have monopoly,C1
Morality,/mɚˈæləti/,n.,"morality, moralities","moral (adj.), moralistic (adj.)",concern with the distinction between good and evil or right and wrong; right or good conduct｜道德；倫理（區分善惡或對錯的關注；正確或良好的行為）,"They harmonized his logic with Islamic theology, employed his scientific methodology to explore the natural world, and reinterpreted his ethics within the framework of Islamic morality.",slave morality; entirely master morality; different morality,C1
Mortality,/mɔˈɹtæləti/,n. [U],no changes,mortal (adj.),the quality or state of being mortal｜必死性；死亡的命運（終有一死的性質或狀態）,"Factors that can cause lower life expectancy are maternal mortality, suicide, and gun crimes.",early mortality; mass mortality; reduce mortality,C1
Motive,/ˈmoʊtɪv/,n.,"motive, motives","motivate (v.), motivity (n.)",the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior｜動機；目的（喚起生物體朝著期望目標行動的心理特徵；行動的原因；給予行為目的和方向的東西）,The detective struggled to work out the real motive behind the strange theft.,real motive; ulterior motives; financial motive,C1
Mode,/ˈmoʊd/,n.,"mode, modes",None,how something is done or how it happens｜事物進行或發生的方式,This then is the mode of the mixture; and the mark of a good mixture of democracy and oligarchy is when it is possible to speak of the same constitution as a democracy and as an oligarchy.,mode of transport; mode of communication; mode of operation,C1
Modify,/ˈmɑdəˌfaɪ/,v.,"modify, modifies, modified, modified, modifying","modification (n.), modifier (n.)","change something, usually to improve it or make it more suitable｜改變某事物，通常是為了改進它或使其更適合",Engineers had to modify the original design to make the bridge far stronger.,modify code; modify foods; modify behavior,C1
Municipal,/mjuˈnɪsəpəl/,adj.,no changes,municipality (n.),relating or belonging to or characteristic of a municipality｜與市有關的；屬於市的；市的特徵,"It remains uncertain whether Hamilton ever constructed the mechanism, but a detailed sketch preserved in the Bordeaux Municipal Library served as the foundation for its modern recreation.",municipal bonds; municipal leaders; municipal water,C1
Mumble,/ˈmʌmbəl/,n.,"mumble, mumbles","mumbler (n.), mumbling (n.)",a soft indistinct utterance｜含糊不清的低聲說話,His reply was little more than a soft mumble that nobody in the room could follow.,in a mumble; muffled mumble; barely a mumble,C1
Molecule,/ˈmɑləˌkjul/,n.,"molecule, molecules",molecular (adj.),"the smallest unit of a chemical compound that retains its properties, consisting of two or more atoms held together by chemical bonds｜化學化合物的最小單位，保持其特性，由兩個或多個透過化學鍵結合的原子組成",The longest series of linked carbon atoms in a molecule is known as its Skeletal formula or carbon backbone.,rna molecule; complex molecule; small molecule,C1
Mortgage,/ˈmɔɹɡədʒ/,n.,"mortgage, mortgages","mortgagee (n.), mortgagor (n.)",a conditional conveyance of property as security for the repayment of a loan｜作為貸款還款擔保的財產條件轉讓,The couple took out a mortgage to buy their first home.,take out a mortgage; pay a mortgage; mortgage lender,C1
Mustard,/ˈmʌstɚd/,n. [U],no changes,None,"a yellow condiment or spice made from ground mustard seeds, or the plant whose seeds are used to make it｜由芥末籽磨製而成的黃色調味品或香料，或用其種子製作該調味品的植物",She spread mustard on the sandwich before adding the cheese.,mustard seeds; mustard sauce; spread mustard,C1
Mount,/ˈmaʊnt/,n.,"mount, mounts","mounter (n.), mounting (n.)",a lightweight horse kept for riding only｜僅供騎乘的輕型馬,The officer was provided with a fresh mount before the long patrol.,fresh mount; reliable mount; remount a horse,C1
Muscular,/ˈmʌskjəlɚ/,adj.,"muscular, more muscular, most muscular","muscle (n.), muscularity (n.)",of or relating to or consisting of muscle｜關於或由肌肉組成的,"The muscular frames and limbs combined with slim waists indicate the Greek desire for health, and the physical capacity which was necessary in the hard Greek environment.",muscular failure; muscular endurance; muscular dystrophy,C1
Myth,/ˈmɪθ/,n.,"myth, myths","mythic (adj.), mythical (adj.), mythologize (v.)",a traditional story accepted as history; serves to explain the world view of a people｜被接受為歷史的傳統故事；用以解釋一個民族的世界觀,Aeschylus and Sophocles used the myth of Antigone to illustrate the conflict between laws imposed by the state and personal autonomy.,flood myth; persistent myth; common myths,C1
Nasty,/ˈnæsti/,adj.,"nasty, nastier, nastiest",nastiness (n.),offensive or even (of persons) malicious｜令人不悅的甚至是惡意的,She slipped on the ice and suffered a nasty bruise on her left knee.,really nasty; nasty surprise; nasty problem,C1
Naive,/ˌnaɪˈiv/,adj.,"naive, naiver, naivest","naivety (n.), naively (adv.)",marked by or showing unaffected simplicity and lack of guile or worldly experience｜表現出天真的單純，不善於世故,"Anarchist perception of human nature, rejection of the state, and commitment to social revolution has been criticised by academics as naive, overly simplistic, and unrealistic, respectively.",naive users; naive approach; naive implementation,C1
Narrative,/ˈnæɹətɪv/,n.,"narrative, narratives",narrate (v.),a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program｜描述事件或事件進程的訊息；以書面、戲劇、電影或廣播電視節目的形式呈現,"Many of us turn our attention inward to come up with some narrative that explains our experiences in ways that give shape to our understanding of who we are, our identity.",official narrative; narrative arc; change narrative,C1
Nominate,/ˈnɑmənət/,v.,"nominate, nominates, nominated, nominated, nominating","nominator (n.), nomination (n.), nominative (adj.)",propose as a candidate for some honor｜提名為候選人,The committee voted to nominate her for the outstanding teacher award at the regional conference.,nominate for prize; nominate to board; nominate member,C1
Negotiation,/nɪˌɡoʊʃiˈeɪʃən/,n.,"negotiation, negotiations",negotiate (v.),a discussion intended to produce an agreement｜旨在達成協議的討論,Modell was hospitalized for internal bleeding around the time negotiations were taking place.,negotiation table; intensive negotiation; in negotiation,C1
Nomination,/ˌnɑməˈneɪʃən/,n.,"nomination, nominations",nominate (v.),the act of officially naming a candidate｜正式提名候選人的行為,Admission to the program is ongoing and contingent on the nomination of a current Fellow or member of the Hugging Face team.,party nomination; nomination process; accept a nomination,C1
Neutral,/ˈnutɹəl/,adj.,"neutral, more neutral, most neutral",neutrality (n.),having no personal preference｜沒有個人偏好,"What separates excellence from flow, one thing that separates excellence from flow, the first big thing that separates excellence from flow is that flow is values neutral.",morally neutral; neutral outcome; neutral control,C1
Nominee,/ˌnɑməˈni/,n.,"nominee, nominees",None,"a person formally proposed for an award, office, or position｜被正式提名為獎勵、職位或職位的人","In the lists below, the winner of the award for each year is shown first, followed by the other nominees in alphabetical order.",republican nominee; presidential nominee; presumptive nominee,C1
Nonprofit,/nɑnˈpɹɑfət/,adj.,no changes,None,not commercially motivated｜非商業動機的,She volunteers for a local nonprofit that provides after-school tutoring to underprivileged children.,local nonprofit; nonprofit law; nonprofit organization,C1
Noticeable,/ˈnoʊtəsəbəl/,adj.,"noticeable, more noticeable, most noticeable","notice (v.), noticeability (n.), noticeableness (n.)",capable or worthy of being perceived｜能夠或值得被察覺的,Making ingroup membership more noticeable increases cooperativeness.,noticeable impact; noticeable improvements; noticeable difference,C1
Notify,/ˈnoʊtəˌfaɪ/,v.,"notify, notifies, notified, notified, notifying",notification (n.),inform (somebody) of something｜通知（某人）某事,"The Syndic General then notifies the co-princes, who in turn appoint the elected candidate as the prime minister of Andorra.",notify its allies; instantly notify; notify recipient,C1
Nutrient,/ˈnutɹiənt/,adj.,"nutrient, more nutrient, most nutrient",nutrify (v.),of or providing nourishment｜營養的；提供營養的,The nutrient solution helped the young plants grow more quickly.,nutrient levels; low nutrient; nutrient availability,C1
Norm,/ˈnɔɹm/,n.,"norm, norms",normal (adj.),a standard or model or pattern regarded as typical｜被視為典型準則或模式,"Ultimately, these variations highlight how deeply cultural norms shape the way we approach and experience altruism.",cultural norm; new norm; moral norm,C1
Nutrition,/nuˈtɹɪʃən/,n. [U],no changes,"nutrify (v.), nutritious (adj.), nutritional (adj.), nutritionary (adj.), nutritionist (n.)",the process by which living things take in and use food for growth and health｜生物攝取並利用食物以生長和健康的過程,Good nutrition in early childhood lays the foundation for lifelong health.,proper nutrition; good nutrition; workout nutrition,C1
Nowhere,/ˈnoʊˌwɛɹ/,n. [U],no changes,None,an insignificant place｜不重要的地方,The small town seemed to rise out of nowhere after the railway station was built nearby.,middle of nowhere; from nowhere; out of nowhere,C1
Notion,/ˈnoʊʃən/,n.,"notion, notions",notional (adj.),a vague idea in which some confidence is placed｜懷有一定信心的模糊想法,"And I think at our core, that happens for the exact same reason, that the good thing in our lives also challenges our notion of who we are.",simplistic notion; rich notion; traditional notion,C1
Obligation,/ˌɑbləˈɡeɪʃən/,n.,"obligation, obligations","oblige (v.), obligate (v.)",the social force that binds you to the courses of action demanded by that force｜約束你按其要求採取行動的社會力量,We feel a strong obligation to repay the kindness our neighbours showed us.,moral obligation; have obligation; feel obligation,C1
Obscure,/əbsˈkjʊɹ/,adj.,"obscure, more obscure, most obscure",obscurity (n.),not clearly understood or expressed｜不明確或不清楚的,The manuscript contains several obscure references that few modern readers understand.,obscure reference; obscure meaning; relatively obscure,C1
Observer,/əˈbzɝvɚ/,n.,"observer, observers",observe (v.),a person who becomes aware (of things or events) through the senses｜透過感官察覺事物的人,The speed of light is always constant to any observer.,outside observer; different observers; individual observer,C1
Olive,/ˈɑləv/,n.,"olive, olives",None,small ovoid fruit of the European olive tree; important food and source of oil｜歐洲橄欖樹的小橢圓形果實；重要食物及油料來源,The ancient olive trees lining the hillside had been cultivated for centuries and still produced fruit each autumn.,extra virgin olive; of olive; with olive,C1
Odds,/ˈɑdz/,n. [U],no changes,None,the likelihood of a thing occurring rather than not occurring｜事件發生的可能性,"Against all odds, the small team managed to win the regional championship.",low odds; better odds; at odds,C1
Opposition,/ˌɑpəˈzɪʃən/,n. [U],no changes,oppose (v.),the action of opposing something that you disapprove or disagree with｜反對你所不贊同或不同意之事物的行為,The plan met fierce opposition from residents who feared losing their gardens.,opposition groups; direct opposition; political opposition,C1
Opponent,/əˈpoʊnənt/,n.,"opponent, opponents",oppose (v.),"a person you compete against in a game, fight, or debate｜在比賽、戰鬥或辯論中的競爭對手",She studied her opponent carefully before the final tennis match.,a tough opponent; beat an opponent; face an opponent,C1
Opt,/ˈɑpt/,v.,"opt, opts, opted, opted, opting","option (n.), optative (adj.)",select as an alternative over another｜選擇作為另一個的替代方案,Many travellers now opt for slower trains to enjoy the scenery along the way.,opt out; opt in; opt for model,C1
Optimism,/ˈɑptəˌmɪzəm/,n. [U],no changes,"optimist (n.), optimistic (adj.)",the optimistic feeling that all is going to turn out well｜對一切都會順利的樂觀態度,"But no such meaning was found, and the rational, life-affirming optimism of the Age of Enlightenment began to evaporate.",cautious optimism; with optimism; show optimism,C1
Originality,/ɚˌɪdʒəˈnælɪti/,n. [U],no changes,original (adj.),the ability to think and act independently｜獨立思考和行動的能力,"Furthermore, it privileges those who know the ERC system well and punishes people who are still learning how to describe the originality of their work in the specific language preferred by the scheme.",ingenuity originality; originality of work; with originality,C1
Orchard,/ˈɔɹtʃɚd/,n.,"orchard, orchards",None,garden consisting of a small cultivated wood without undergrowth｜由小型栽培林木組成且無下層植被的花園,"The property consisted of an orchard, large farmhouse, stable, pigsty, hen-house, and a carriage house, which bordered the Grand River (Ontario).",big orchard; have orchard; good orchard,C1
Offering,/ˈɔfɚɪŋ/,n.,"offering, offerings",offer (v.),"a product, service, or item presented or made available to others｜提供給他人的產品、服務或物品",The bakery's latest offering was a rich chocolate cake topped with fresh berries.,cloud service offering; broader offering; cloud offering,C1
Operational,/ˌɑpɚˈeɪʃənəl/,adj.,"operational, more operational, most operational",None,pertaining to a process or series of actions for achieving a result｜關於為達到結果所進行之過程或一系列行動的,Taggart is an expert influence peddler but incapable of making operational decisions on his own.,operational efficiency; operational definitions; operational system,C1
Outsider,/aʊˈtsaɪdɚ/,n.,"outsider, outsiders",None,someone who is excluded from or is not a member of a group｜被排除在團體之外或非團體成員的人,"As a newcomer, she felt like an outsider until her classmates welcomed her warmly.",real outsider; feel outsider; by outsiders,C1
Outlet,/ˈaʊˌtlɛt/,n.,"outlet, outlets",None,"a place that sells goods or a means of expressing energy, emotion, or talent｜銷售商品的場所或表達精力、情感、才能的管道",Painting gave him a creative outlet for the feelings he found hard to express.,creative outlet; retail outlet; outlet for frustration,C1
Organism,/ˈɔɹɡəˌnɪzəm/,n.,"organism, organisms","organic (adj.), organismal (adj.), organismic (adj.)",a living thing that has (or can develop) the ability to act or function independently｜具有或能夠發展獨立行動或運作能力的生物,"Throughout evolution, you have organisms that are bodies without brains, and they do a pretty good job of running their economy and running their life.",complex organisms; biological organisms; early organism,C1
Outfit,/ˈaʊˌtfɪt/,n.,"outfit, outfits","outfitter (n.), outfitting (n.)","a set of clothes worn together, especially for a particular occasion｜整套穿在一起的服裝，尤指特定場合穿著",Black tie dress is the most common outfit for men.,cool outfit; cute outfit; wear outfit,C1
Optional,/ˈɑpʃənəl/,adj.,"optional, more optional, most optional",None,possible but not necessary; left to personal choice｜可能但非必要；由個人選擇決定,Tertiary education is optional and has undergone a thorough reformation and restructuring in compliance with the principles of the Bologna Process.,completely optional; fully optional; optional feature,C1
Output,/ˈaʊˌtpʊt/,n.,"output, outputs",None,final product; the things produced｜最終產品；所生產的物品,The factory doubled its output after installing faster and more reliable machines.,total output; industrial output; boost output,C1
Overall,/ˈoʊvɚˌɔl/,adv.,no changes,None,Generally; with everything considered.｜整體而言；考慮所有因素,"Overall, contemporary anarchists are much less violent and militant than their ideological ancestors.","overall, however; overall, the results; overall, I agree",C1
Overturn,/ˈoʊvɚˌtɝn/,n.,"overturn, overturns",None,the act of upsetting something｜翻倒某物的行為,The sudden overturn of the boat threw all four passengers into the water.,overturn of a vehicle; sudden overturn; prevent an overturn,C1
Oversee,/ˈoʊvɚˌsi/,v.,"oversee, oversees, oversaw, overseen, overseeing",oversight (n.),watch and direct｜監督並指導,The newly appointed director was hired to oversee the daily operations of the entire regional network.,oversee operations; oversee partnership; oversee rehabilitation,C1
Overtake,/ˈoʊvɚˌteɪk/,v.,"overtake, overtakes, overtook, overtaken, overtaking",overtaking (n.),catch up with and possibly overtake｜追趕並可能超越,I will see light overtaking them in their spacecraft at a quarter light speed.,overtake lead; overtake at speed; overtake as cause,C1
Overhead,/ˈoʊvɚˈhɛd/,n.,"overhead, overheads",None,"ongoing business expenses not directly tied to production, such as rent, utilities, and administration; also, any additional cost or effort beyond the core task｜不直接與生產相關的持續業務開支，如租金、水電費和行政費用；也指核心任務之外的任何額外成本或努力",The startup kept its overhead low by working from a shared coworking space instead of leasing an office.,cognitive overhead; reduce overhead; computational overhead,C1
Parallel,/ˈpɛɹəˌlɛl/,n.,"parallel, parallels",None,something having the property of being analogous to something else｜具有與其他事物相似的特性,There is a clear parallel between her early career and that of her famous mentor.,parallel universes; parallel reality; draw parallels,C1
Overwhelm,/ˌoʊvɚˈwɛlm/,v.,"overwhelm, overwhelms, overwhelmed, overwhelmed, overwhelming",None,"overcome, as with emotions or perceptual stimuli｜被情緒或感知刺激所擊倒",The sheer volume of emails began to overwhelm the small support team.,overwhelm system; overwhelm with patients; overwhelm mind,C1
Particle,/ˈpɑɹtəkəl/,n.,"particle, particles",None,a very small piece or amount of something｜非常小的碎片或少量,The direct (albedo) effect is generally to cool the planet; the indirect effect (the particles act as cloud condensation nuclei and thereby change cloud properties) is less certain.,plasma particle; individual particle; virtual particles,C1
Pastry,/ˈpeɪstɹi/,n.,"pastry, pastries",None,a dough of flour and water and shortening｜麵粉、水和酥油製成的麵團,"The chef's artisan pastry, layered with hand-rolled dough and seasonal fruit, earned the patisserie its first Michelin star.",sell pastry; for pastry; sell pastries,C1
Patent,/ˈpætənt/,adj.,"patent, more patent, most patent","patency (n.), patentee (n.)",obvious or clearly apparent｜顯而易見或清晰可見,"It was a patent lie, and everyone in the room immediately recognized the speaker for a fraud.",patent nonsense; patent falsehood; patent injustice,C1
Partly,/ˈpɑɹtli/,adv.,"partly, more partly, most partly",None,in part; in some degree; not wholly｜部分地；在某種程度上；不完全地,"Despite modernization pressures, several indigenous communities in Central Asia remain partly nomadic, moving their herds between highland pastures each season.",partly out; happens partly; partly acts,C1
Participant,/pɑˈɹtɪsəpənt/,n.,"participant, participants",participate (v.),a person who takes part in an activity or event｜參與活動或事件的人,Every participant in the workshop received a printed certificate at the end.,an active participant; a willing participant; a research participant,C1
