word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Hammer,/ˈhæmɚ/,n.,"hammer, hammers",hammering (n.),"a tool with a heavy metal head on a handle, used to hit nails into surfaces｜一種工具，有重金屬頭部和手柄，用來將釘子敲入物體表面",He picked up the hammer and drove the nail into the wall.,swing a hammer; hammer a nail; rubber hammer,B1
Handful,/ˈhænˌdfʊl/,n.,"handful, handfuls",None,a small number or amount｜少量；少數,She picked up a handful of sand and let it fall slowly.,a handful of people; small handful; handful of nuts,B1
Handy,/ˈhændi/,adj.,"handy, handier, handiest",handiness (n.),easy to reach｜容易拿到的；方便的,A small torch is very handy when the power goes off at night.,come in handy; very handy; handy tool,B1
Harbor,/ˈhɑɹbɚ/,n.,"harbor, harbors",harborage (n.),a sheltered port where ships can take on or discharge cargo｜港口；碼頭（船隻可以裝卸貨物的庇護港口）,Several fishing boats were tied up safely in the harbor.,safe harbor; natural harbor; harbor view,B1
Hanger,/ˈhæŋɚ/,n.,"hanger, hangers",hang (v.),"a curved frame, usually made of plastic or wire, used to hang clothes in a cupboard｜衣架（通常由塑膠或鐵絲製成的弧形框架，用來把衣服掛在衣櫃裡）",She hung her dress carefully on a wooden hanger in the wardrobe.,coat hanger; clothes hanger; wire hanger,B1
Harvest,/ˈhɑɹvəst/,n.,"harvest, harvests","harvester (n.), harvesting (n.)",the yield from plants in a single growing season｜收成；收割（單一生長季節裡農作物的產量）,The farmers were happy with the rich harvest this autumn.,harvest moon; rich harvest; harvest season,B1
Hasty,/ˈheɪsti/,adj.,"hasty, hastier, hastiest","haste (n.), hastiness (n.)",done too quickly without enough care or thought｜匆忙的；草率的（做得太快而沒有足夠的關注或思考）,He made a hasty decision and later wished he had waited.,hasty decision; hasty retreat; make a hasty exit,B1
Hay,/ˈheɪ/,n. [U],no changes,None,grass mowed and cured for use as fodder｜乾草（割下並曬乾用作飼料的草）,The farmer cut the grass and stored the dry hay in the barn.,hay fever; bale of hay; dry hay,B1
Headquarters,/ˈhɛdˌkwɔɹtɚz/,n. [U],no changes,None,the main office of a company or organization from which it is controlled｜總部；總公司（公司或組織的主要辦公室，也是控制中心）,The company moved its headquarters to a bigger building downtown.,company headquarters; the main headquarters; move headquarters,B1
Harm,/ˈhɑɹm/,n. [U],no changes,None,any physical damage to the body caused by violence or accident or fracture etc.｜對身體造成的任何肉體傷害，如暴力、意外或骨折等所致,"Everything that I feel could put anybody in harm's way, I've told someone.",actual harm; avoid harm; potential harm,B1
Harmful,/ˈhɑɹmfəl/,adj.,"harmful, more harmful, most harmful",harmfulness (n.),causing or capable of causing harm｜會造成或可能造成傷害的,It's what we do with our emotions that makes them harmful or difficult for us to live our lives.,harmful chemicals; potentially harmful; harmful effects,B1
Heap,/ˈhip/,n.,"heap, heaps",None,an untidy pile of things lying on top of each other｜雜亂堆疊的東西,She left a heap of dirty clothes in the corner of her room.,a heap of clothes; a heap of rubbish; in a heap,B1
Heater,/ˈhitɚ/,n.,"heater, heaters",heat (v.),device that heats water or supplies warmth to a room｜熱水器或暖氣設備,She turned on the heater because the room felt very cold.,electric heater; turn on the heater; portable heater,B1
Heel,/ˈhil/,n.,"heel, heels",None,"the back part of your foot, below the ankle｜腳後跟；踝部以下的部分",My new shoes were too tight and they hurt my left heel.,the heel of the foot; a sore heel; high heels,B1
Headline,/ˈhɛˌdlaɪn/,n.,"headline, headlines",headliner (n.),the heading or caption of a newspaper article｜報紙文章的標題或標題,The big headline on the front page caught everyone's attention.,make headlines; front-page headline; read the headlines,B1
Heal,/ˈhil/,v.,"heal, heals, healed, healed, healing","healer (n.), healing (n.)","to become healthy again after an illness or injury, or to help something recover｜康復；復原（病後或傷後恢復健康，或幫助某物恢復）",The doctor said the wound would heal in about two weeks.,heal a wound; heal over time; heal the body,B1
Helmet,/ˈhɛlmət/,n.,"helmet, helmets",None,a hard protective covering worn on the head to prevent injury｜安全帽（一種戴在頭上的堅硬保護裝置，用於防止受傷）,Always wear a safety helmet when you ride a bicycle on the road.,wear a helmet; safety helmet; bicycle helmet,B1
Hesitate,/ˈhɛzəˌteɪt/,v.,"hesitate, hesitates, hesitated, hesitated, hesitating","hesitant (adj.), hesitancy (n.), hesitater (n.), hesitator (n.), hesitation (n.)",pause or hold back in uncertainty or unwillingness｜猶豫；遲疑（因不確定或不情願而停頓或退縮）,We will not hesitate to defend lives and the free flow of commerce.,do not hesitate; hesitate for a moment; hesitate to ask,B1
Hell,/ˈhɛl/,n.,"hell, hells",None,"in some religions, the place where bad people are punished after death｜地獄（在某些宗教中，壞人在死後受到懲罰的地方）","In the old story, the evil king was sent to hell after he died.",go to hell; heaven and hell; the fires of hell,B1
Hollow,/ˈhɑloʊ/,adj.,"hollow, hollower, hollowest",hollowness (n.),having an empty space inside; not solid｜空的；空心的（內部有空洞的；非實心的）,The children found a small bird living inside the hollow tree.,a hollow tree; a hollow shell; hollow inside,B1
Homesick,/ˈhoʊˌmsɪk/,adj.,"homesick, more homesick, most homesick",homesickness (n.),sad because you are away from home and miss it｜因離開家鄉而感到悲傷、想念家人,"After a month abroad, she felt homesick and missed her family.",feel homesick; homesick for home; a little homesick,B1
Hint,/ˈhɪnt/,n.,"hint, hints",None,an indirect suggestion｜間接的建議,She gave him a hint to help him guess the right answer.,give a hint; a slight hint; take the hint,B1
Historic,/hɪˈstɔɹɪk/,adj.,"historic, more historic, most historic",history (n.),belonging to the past; of what is important or famous in the past｜屬於過去的；具有歷史意義或著名的,Decisions related to electric power systems planning and operations rely on assumptions and insights informed by historic weather data and records of past performance.,historic figure; historic homeland; historic opportunity,B1
Holder,/ˈhoʊldɚ/,n.,"holder, holders",hold (v.),a device or container that holds or supports something in a fixed position｜用於固定或支撐某物的裝置或容器,She placed the candle in a heavy metal holder.,card holder; candle holder; cup holder,B1
Hometown,/ˈhoʊˌmtaʊn/,n.,"hometown, hometowns",None,the town (or city) where you grew up or where you have your principal residence｜你成長或主要居住的城鎮（或城市）,She returned to her hometown to visit her old friends.,hometown hero; hometown team; hometown pride,B1
Historian,/hɪˈstɔɹiən/,n.,"historian, historians",None,a person who is an authority on history and who studies it and writes about it｜研究歷史並撰寫相關著作的專家,The historian wrote a fascinating book about life in ancient times.,historian specializing; ancient historian; legendary historian,B1
Hire,/ˈhaɪɚ/,v.,"hire, hires, hired, hired, hiring",hirer (n.),engage or hire for work｜僱用某人工作,The company decided to hire ten new workers to meet the demand.,hire someone; hire staff; hire a lawyer,B1
Holy,/ˈhoʊli/,adj.,"holy, holier, holiest",None,belonging to or derived from or associated with a divine power｜神聖的；屬於或源自神力的,"The group's goal is to create a strict Islamic state across the whole region, while violently waging holy war against foreigners in Muslim lands.",holy spirit; holy land; holy war,B1
Housekeeper,/ˈhaʊˌskipɚ/,n.,"housekeeper, housekeepers",housekeep (v.),a servant who is employed to perform domestic task in a household｜受僱在家庭中執行家務的僕人,The housekeeper cleaned every room before the guests arrived.,professional housekeeper; housekeeper duties; hire a housekeeper,B1
Honesty,/ˈɑnəsti/,n. [U],no changes,None,the quality of being honest｜誠實的品質,She answered the question with complete honesty and did not hide anything.,brutal honesty; with honesty; radical honesty,B1
Horn,/ˈhɔɹn/,n.,"horn, horns",horny (adj.),"a device on a vehicle that makes a loud warning sound, or a curved pointed growth on an animal's head｜車輛上發出大聲警告聲的裝置，或動物頭上的彎曲尖狀突起",The driver pressed the horn to warn the dog on the road.,blow a horn; car horn; French horn,B1
Hopeful,/ˈhoʊpfəl/,adj.,"hopeful, more hopeful, most hopeful",hopefulness (n.),having or manifesting hope｜充滿希望的,"Despite the difficulties, she remained hopeful that things would improve.",remain hopeful; hopeful future; feel hopeful,B1
Hourly,/ˈaʊɹli/,adj.,"hourly, no changes",hour (n.),"happening once every hour, or paid by the hour｜每小時一次的，或按小時付費的",The buses run on an hourly schedule from the city center.,an hourly wage; hourly rate; hourly service,B1
Horror,/ˈhɔɹɚ/,n. [U],no changes,horrify (v.),intense and profound fear｜強烈而深刻的恐懼,She loves to watch horror movies on dark and rainy evenings.,horror movie; horror story; watch horror,B1
Horrible,/ˈhɔɹəbəl/,adj.,"horrible, more horrible, most horrible",None,provoking horror｜令人恐懼的,There was a horrible smell coming from the old kitchen bin.,absolutely horrible; horrible situation; horrible mistake,B1
Honor,/ˈɑnɚ/,n. [U],no changes,"honoree (n.), honorary (adj.), honoring (n.), honorable (adj.)","great respect and admiration given to someone, or the quality of being honest and fair｜對某人的高度尊敬和欽佩，或誠實公正的品質",It was a true honor and pleasure to host him.,honor man; real honor; honor women,B1
Humid,/ˈhjuməd/,adj.,"humid, more humid, most humid","humidity (n.), humidness (n.)",containing or characterized by a great deal of water vapor｜充滿大量水蒸氣的,The weather was hot and humid all through the summer afternoon.,hot and humid; humid climate; humid air,B1
Humankind,/ˈhjuməˌnkaɪnd/,n. [U],no changes,None,all of the living human inhabitants of the earth｜地球上所有存活的人類,Clean water is one of the basic needs of all humankind.,benefit humankind; history of humankind; all of humankind,B1
Hum,/ˈhʌm/,v.,"hum, hums, hummed, hummed, humming","hummer (n.), humming (n.)",sing a tune softly with your lips closed｜閉著嘴輕聲哼唱曲調,She liked to hum a happy song while she cooked dinner.,hum a tune; hum a song; hum softly,B1
Humorous,/ˈhjumɚəs/,adj.,"humorous, more humorous, most humorous","humor (n.), humorousness (n.)",full of or characterized by humor｜充滿幽默的,The teacher told a humorous story that made the whole class laugh out loud.,pretty humorous; humorous shows; humorous story,B1
