"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Ache","/ˈeɪk/","n.","ache, aches","None","a dull persistent (usually moderately intense) pain","I'm one of these I never get stomach aches.","little ache; constant ache; got this ache","B1"
"Aboard","/əˈbɔɹd/","prep.","no changes","None","on or onto a ship, aircraft, train, or other vehicle","The passengers went aboard the ship just before it left the harbour.","come aboard; scary moments aboard; son aboard","B1"
"Acceptable","/æˈksɛptəbəl/","adj.","acceptable, more acceptable, most acceptable","accept (v.), acceptability (n.), acceptableness (n.)","worthy of acceptance or satisfactory","Based on the people you talked to, what is the level of acceptable risk she has in mind there.","socially acceptable; acceptable risk; perfectly acceptable","B1"
"Advanced","/əˈdvænst/","adj.","advanced, more advanced, most advanced","None","farther along in physical or mental development","Advanced robotic systems are increasingly addressing the global surgeon shortage by standardizing complex procedures and reducing the physical fatigue associated with lengthy operations.","advanced features; advanced country; advanced alien civilizations","B1"
"Accurate","/ˈækjɚət/","adj.","accurate, more accurate, most accurate","accuracy (n.), accurately (adv.)","conforming exactly or almost exactly to fact or to a standard or performing with total accuracy","You put up a little antenna and you get time accurate to microsconds or even nanconds in some cases.","pretty accurate; accurate description; accurate representation","B1"
"Additional","/əˈdɪʃənəl/","adj.","additional, more additional, most additional","None","further or added","To find out why, we perform an additional experiment, showing that the more narrow an environment, the more a quotient-space sequence can reduce runtime.","additional protocols; additional emotions; additional notes manage","B1"
"Advantage","/æˈdvæntɪdʒ/","n.","advantage, advantages","advantageous (adj.)","the quality of having a superior or more favorable position","We show that our schemes are secure, and also demonstrate that they offer significant advantages over existing alternatives for various performance and/or security metrics.","huge advantage; evolutionary advantage; great advantage","B1"
"Advisor","/æˈdvaɪzɚ/","n.","advisor, advisors","advise (v.)","an expert who gives advice","My academic advisor helped me choose the right courses for this term.","graduate advisor; scientific advisor; registered investment advisor","B1"
"Adventure","/æˈdvɛntʃɚ/","n.","adventure, adventures","adventurer (n.), adventurous (adj.), adventuristic (adj.)","a wild and exciting undertaking (not necessarily lawful)","Their trip through the mountains turned into a wild and exciting adventure.","next adventure; heroic adventure; adventure here","B1"
"Agriculture","/ˈæɡɹɪˌkʌltʃɚ/","n. [U]","no changes","agriculturist (n.)","a large-scale farming enterprise","Many families in the village still earn a living from agriculture.","see agriculture; mining agriculture; robotics agriculture","B1"
"Almond","/ˈɑmənd/","n.","almond, almonds","None","a flat, oval nut that you can eat, often used in cooking and baking","She added a handful of chopped almonds to her morning bowl of cereal.","roasted almonds; almond milk; handful of almonds","B1"
"Alley","/ˈæli/","n.","alley, alleys","None","a narrow street with walls on both sides","The cat ran down a dark, narrow alley behind the shops.","alley somewhere; alley doors; blind alley","B1"
"Airline","/ˈɛˌɹlaɪn/","n.","airline, airlines","airliner (n.)","a hose that carries air under pressure","The airline cancelled our flight because of the heavy snow.","a major airline; airline ticket; airline staff","B1"
"Ambassador","/æˈmbæsədɚ/","n.","ambassador, ambassadors","ambassadorial (adj.), ambassadorship (n.)","a diplomat of the highest rank; accredited as representative from one country to another","The ambassador met the president to discuss the new trade deal.","become an ambassador; swiss ambassador; ambassador went","B1"
"Alphabet","/ˈælfəˌbɛt/","n.","alphabet, alphabets","alphabetic (adj.), alphabetise (v.), alphabetize (v.), alphabetical (adj.)","a character set that includes letters and is used to write a language","Four tasks are proposed, progressing in difficulty from arrow to alphabet keys and from discrete to continuous actions.","latin alphabet; written alphabet; alphabet keys","B1"
"Ambition","/æˈmbɪʃən/","n.","ambition, ambitions","ambitious (adj.)","a cherished desire","I've been hearing about all the reasons it can't work, how this is all a mirage of royal ambitions.","ambition checking ambition; grand ambition; royal ambition","B1"
"Ambulance","/ˈæmbjələns/","n.","ambulance, ambulances","None","a vehicle that takes people to and from hospitals","Commuters are stuck in traffic for hours, ambulances and fire trucks encounter unexpected traffic jams.","israeli ambulance; hours ambulance; ambulance quite","B1"
"Angel","/ˈeɪndʒəl/","n.","angel, angels","angelic (adj.), angelical (adj.)","spiritual being attendant upon God","In the painting, a gentle angel watches over the sleeping child.","angel island; angel because; better angel","B1"
"Anyhow","/ˈɛniˌhaʊ/","adv.","no changes","None","used to indicate that a statement explains or supports a previous statement","It was raining hard, but we decided to go for a walk anyhow.","anyhow now; high demand anyhow; anyhow because","B1"
"Anxious","/ˈæŋkʃəs/","adj.","anxious, more anxious, most anxious","anxiousness (n.)","eagerly desirous","For instance, if I'm feeling anxious, I'm thinking about how I'm appearing, how I'm sounding, that it's uncomfortable.","anxious hear; anxious wait; anxious despondent","B1"
"Ache","/ˈeɪk/","v.","ache, aches, ached, ached, aching","None","feel physical pain","I'm one of these I never get stomach aches.","little ache; constant ache; old muscles ache","B1"
"Admire","/æˈdmaɪɹ/","v.","admire, admires, admired, admired, admiring","admirer (n.), admiration (n.)","to look at something or someone with respect and pleasure","Many visitors stop to admire the beautiful old paintings in the museum.","admire the view; greatly admire someone; stop to admire","B1"
"Apart","/əˈpɑɹt/","adv.","no changes","None","separated by a distance or by space between things","The two houses stood far apart at opposite ends of the quiet street.","far apart; grow apart; keep apart","B1"
"Advise","/æˈdvaɪz/","v.","advise, advises, advised, advised, advising","advisee (n.), adviser (n.), advisor (n.), advisory (adj.), advisable (adj.), advisement (n.)","give advice to","Here I would strongly advise you to follow the network's recommendation and use traffic because that comes with automatic TLS included in Docker Compose.","strongly advise; document advise; properly advise","B1"
"Amaze","/əˈmeɪz/","v.","amaze, amazes, amazed, amazed, amazing","amazement (n.)","affect with wonder","The young singer continues to amaze everyone with her powerful voice.","amaze job; amaze leader; both amaze","B1"
"Afford","/əˈfɔɹd/","v.","afford, affords, afforded, afforded, affording","affordable (adj.), affordability (n.)","be able to spare or give up","Yet as an increasing share of this value is captured by their bosses, they can’t afford to buy the very products they’re producing.","longer afford; possibly afford; technically afford","B1"
"Achieve","/əˈtʃiv/","v.","achieve, achieves, achieved, achieved, achieving","achievement (n.), achievable (adj.)","to gain with effort","JWST achieved landmark breakthroughs in mapping the cosmic web of dark matter and the environments surrounding supermassive black holes.","achieve extremely low; achieve low latency; achieve superhuman levels","B1"
"Apologize","/əˈpɑləˌdʒaɪz/","v.","apologize, apologizes, apologized, apologized, apologizing","apology (n.)","acknowledge faults or shortcomings or failing","They pay compensation to the victim's families, and President Reagan sends a letter apologizing, but the government never formally apologizes.","apologize too; letter apologize; really apologize","B1"
"Abandon","/əˈbændən/","v.","abandon, abandons, abandoned, abandoned, abandoning","abandonment (n.)","forsake, leave behind","They had to abandon the old house after the river flooded it.","completely abandon; abandon castles; stop abandon","B1"
"Announce","/əˈnaʊns/","v.","announce, announces, announced, announced, announcing","announcer (n.), announcement (n.)","make known; make an announcement","The company plans to announce its new product next month.","announce yet; instead announce; announce plans","B1"
"Apron","/ˈeɪpɹən/","n.","apron, aprons","None","a garment of cloth or leather or plastic that is tied about the waist and worn to protect your clothing","The chef tied a clean white apron around his waist before cooking.","apron if mom; close blue apron; apron makes","B1"
"Appeal","/əˈpil/","n.","appeal, appeals","appellant (adj.), appealable (adj.)","earnest or urgent request","Next, the judge needs to decide what the punishment is, and Live Nation has said they will appeal.","appeal suitable; first appeal; appeal pleading","B1"
"Appeal","/əˈpil/","v.","appeal, appeals, appealed, appealed, appealing","appellant (adj.), appealable (adj.)","take a court case to a higher court for review","Next, the judge needs to decide what the punishment is, and Live Nation has said they will appeal.","appeal character; appeal explanations; provide psychologically appeal","B1"
"Ash","/ˈæʃ/","n.","ash, ashes","ashy (adj.)","the residue that remains when something is burned","After the fire, only grey ash remained where the barn had stood.","volcanic ash; recover those ash; ash cloud","B1"
"Arrest","/ɚˈɛst/","n.","arrest, arrests","arrester (n.)","the act of apprehending (especially apprehending a criminal)","He issues an arrest warrant and a bounty for Al Houthi and brutally cracks down on their protests.","recent arrest; under arrest; resist arrest","B1"
"Approve","/əˈpɹuv/","v.","approve, approves, approved, approved, approving","approval (n.), approvingly (adv.)","give sanction to","The manager must approve the budget before we can start the project.","mainstream society approve; parents wouldn't approve; existing approve","B1"
"Armed","/ˈɑɹmd/","adj.","armed, more armed, most armed","None","(used of persons or the military) characterized by having or bearing arms","Armed with a decade of social media data, I explore the impact of investor emotions on earnings announcements.","armed conflict; armed insurgent group; biggest armed","B1"
"Arrest","/ɚˈɛst/","v.","arrest, arrests, arrested, arrested, arresting","arrester (n.)","take into custody","He issues an arrest warrant and a bounty for Al Houthi and brutally cracks down on their protests.","arrest individuals; person arrest; recent arrest","B1"
"Assist","/əˈsɪst/","v.","assist, assists, assisted, assisted, assisting","assistant (n.), assistive (adj.), assistance (n.)","give help or assistance; be of service","Therefore, this work contributes with an artificial intelligent agent able to assist on cognitive science studies.","assist suicide; computer assist; assist therapies","B1"
"Athlete","/ˈæˌθlit/","n.","athlete, athletes","athletic (adj.)","a person trained to compete in sports","Predictive injury systems integrate biomechanical data with physiological stress markers to provide an actionable readiness score for professional athletes.","competitive athlete; top athlete; female athlete","B1"
"Assume","/əˈsum/","v.","assume, assumes, assumed, assumed, assuming","assumption (n.), assumptive (adj.)","take to be the case or to be true; accept without verification or proof","Let's assume that we want to stop running caddy using systemd and switch to docker.","always assume; often assume; assume responsibility","B1"
"Assistant","/əˈsɪstənt/","n.","assistant, assistants","assist (v.)","a person who contributes to the fulfillment of a need or furtherance of an effort or purpose","We describe a chemical robotic assistant equipped with a curiosity algorithm that can efficiently explore the state a complex chemical system can exhibit.","personal assistant; useful assistant; research assistant","B1"
"Aside","/əˈsaɪd/","adv.","no changes","None","on or to one side","She stepped aside to let the older man pass through the door.","small aside; ego aside; aside before","B1"
"Attitude","/ˈætəˌtud/","n.","attitude, attitudes","attitudinise (v.), attitudinize (v.)","the way you think or feel about something","She has a very positive attitude toward her work.","positive attitude; change your attitude; a bad attitude","B1"
"Attractive","/əˈtɹæktɪv/","adj.","attractive, more attractive, most attractive","attract (v.), attractiveness (n.)","pleasing to the eye or mind especially through beauty or charm","Tourism helps, of course, yet the very qualities that make it attractive to a certain thrill-seeking traveler also limit its mass appeal.","find attractive; attractive feature; particularly attractive","B1"
"Automatic","/ˌɔtəˈmætɪk/","adj.","automatic, more automatic, most automatic","automaton (n.), automatize (v.)","operating with minimal human intervention; independent of external control","The new doors are automatic and open as soon as you walk near them.","automatic millionaire; both automatic; automatic scaling","B1"
"Audience","/ˈɑdiəns/","n.","audience, audiences","None","a gathering of spectators or listeners at a (usually public) performance","The audience clapped loudly when the play finally came to an end.","audience understand; audience especially; small audience","B1"
"Attract","/əˈtɹækt/","v.","attract, attracts, attracted, attracted, attracting","attractor (n.), attraction (n.), attractive (adj.), attractable (adj.)","direct toward itself or oneself by means of some psychological power or physical attributes","Transport phenomena are central to physics, and transport in the many-body and fully-quantum regime is attracting an increasing amount of attention.","attract developers; screw gets attract; attract predators","B1"
