word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Ago,/əˈɡoʊ/,adv.,no changes,None,in the past｜在過去,They moved to this small city three years ago.,long ago; a moment ago; years ago,A1
Actress,/ˈæktɹəs/,n.,"actress, actresses",None,"a woman who acts in plays, films, or television shows｜在戲劇、電影或電視節目中表演的女性",My sister wants to be a famous actress one day.,a famous actress; a young actress; a talented actress,A1
Abroad,/əˈbɹɔd/,adv.,no changes,None,to or in a foreign country｜到外國或在國外,My sister wants to study abroad next year.,study abroad; travel abroad; live abroad,A1
Action,/ˈækʃən/,n.,"action, actions","act (v.), actionable (adj.)",something done to achieve a result｜為達到結果而做的事,We need to take action before it is too late.,take action; call to action; action plan,A1
Ability,/əˈbɪləti/,n.,"ability, abilities",None,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment｜能夠執行的品質；允許或促進成就的品質,She has the ability to learn new things fast.,natural ability; physical ability; intellectual ability,A1
Air,/ˈɛɹ/,n. [U],no changes,airy (adj.),the gas that surrounds the earth and that people breathe｜環繞地球並被人類呼吸的氣體,She opened the window to let fresh air into the room.,fresh air; in the air; clean air,A1
About,/əˈbaʊt/,prep.,no changes,None,on the subject of; approximately; in different directions within a place｜關於；大約；在某地不同方向,We talked about our summer holiday plans last night.,talk about; think about; worry about,A1
Able,/ˈeɪbəl/,adj.,"able, abler, ablest",None,having the power or skill to do something｜有能力或技能做某事,She is able to speak three languages fluently.,be able to; not able to; barely able,A1
After,/ˈæftɚ/,prep.,no changes,None,later in time than something; following behind something or someone; in search of something｜在某事之後；跟隨在某人或某物之後；尋找某物,We walked home together after the movie ended.,day after; look after; soon after,A1
Across,/əˈkɹɔs/,prep.,no changes,None,from one side to the other of something; on the other side of something｜從某物的一側到另一側；在某物的另一側,She walked across the busy street to meet her friend.,come across; across the street; spread across,A1
Above,/əˈbʌv/,prep.,no changes,None,at a higher level or position than something; more than a number or amount｜在比某物更高的位置或水平；多於某個數字或數量,The picture hangs on the wall above my bed.,above all; rise above; above average,A1
Age,/ˈeɪdʒ/,n.,"age, ages",None,how long something has existed｜某物存在的時間長度,He started learning English at the age of five.,at the age of; young age; old age,A1
Animal,/ˈænəməl/,n.,"animal, animals",animalistic (adj.),a living organism characterized by voluntary movement｜以自主運動為特徵的生物,The dog is a friendly animal that loves to play.,wild animal; pet animal; baby animal,A1
All,/ˈɔl/,adv.,no changes,None,"every one of something, or the whole amount｜某物的每一個或全部",They had cut down all the trees.,all day; all right; all over,A1
Again,/əˈɡɛn/,adv.,no changes,None,Another time: indicating a repeat of an action.｜再次；表示重複某個動作,I don't want to ever drink again.,try again; once again; never again,A1
And,/ənd/,conj.,no changes,None,"used to connect two words, phrases, or clauses of the same type; in addition to; as well as｜用於連接兩個相同的詞、片語或從句；除…之外；以及",I bought apples and oranges at the local market.,bread and butter; now and then; back and forth,A1
Along,/əˈlɔŋ/,prep.,no changes,None,moving from one end to the other of something; beside or next to something｜沿著某物從一端到另一端；沿著或靠近某物,We walked along the river on a sunny morning.,come along; went along; along those lines,A1
Almost,/ˈɔˌlmoʊst/,adv.,no changes,None,very close to but not quite; nearly｜非常接近但不完全；幾乎,I almost fell off my bike on the way home.,almost exactly; almost always; almost never,A1
Afraid,/əˈfɹeɪd/,adj.,"afraid, more afraid, most afraid",None,filled with fear or apprehension｜充滿恐懼或擔憂,Most people had warned us to be afraid to travel here.,be afraid; not afraid; afraid of the dark,A1
Also,/ˈɔlsoʊ/,adv.,no changes,None,in addition｜此外,She speaks French and also knows some Spanish.,also known as; but also; also available,A1
Always,/ˈɔˌlweɪz/,adv.,no changes,None,at all times; all the time and on every occasion｜隨時；一直；每次,I've always been extremely confident of that.,almost always; always ready; always there,A1
Although,/ˌɔˈlðoʊ/,conj.,no changes,None,despite the fact that; even though; used to introduce a statement that contrasts with the main clause｜雖然；儘管；用於引導與主要子句對比的陳述,"Although it was raining, we went for a walk.",although true; although difficult; although tired,A1
Afternoon,/ˌæftɚˈnun/,n.,"afternoon, afternoons",None,the part of the day between noon and evening｜中午到傍晚之間的時段；下午,I feel I don't have that afternoon slump.,sunday afternoon; saturday afternoon; in the afternoon,A1
Another,/əˈnʌðɚ/,adj.,no changes,None,one more of the same kind of thing｜另一個；再一個同類的東西,I would like another cup of tea.,another cup; another day; another one,A1
Answer,/ˈænsɚ/,n.,"answer, answers","answerer (n.), answerable (adj.)",a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation｜對問題、請求、批評或指控的回應（口頭或書面）,She gave the correct answer to the teacher's question.,the right answer; correct answer; no answer,A1
Airport,/ˈɛˌɹpɔɹt/,n.,"airport, airports",None,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo｜設有控制塔和機庫，並提供旅客和貨物設施的機場,We arrived at the airport two hours before our flight.,at the airport; airport security; an international airport,A1
Around,/ɚˈaʊnd/,prep.,no changes,None,on all sides of something; in a circle; approximately; throughout a place｜在周圍；環繞；大約；四處,The children ran around the garden all afternoon.,look around; all around; around the world,A1
Apple,/ˈæpəl/,n.,"apple, apples",None,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh｜表皮呈紅色、黃色或綠色，果肉甜脆多汁的水果,I eat a red apple every morning.,a red apple; apple juice; eat an apple,A1
Any,/ˈɛni/,adj.,no changes,None,one or some or every or all without specification｜任一；一些；每個；全部（不特定）,Do you have any questions about today's lesson?,any time; any more; any sense,A1
Ant,/ˈænt/,n.,"ant, ants",None,a very small insect that lives in large groups in the ground｜一種很小的昆蟲，成群生活在地下,A tiny ant walked across my hand.,a tiny ant; an ant hill; black ants,A1
Area,/ˈɛɹiə/,n.,"area, areas",areal (adj.),"a part of a town, country, or world; a region｜城鎮、國家或世界的某一部分；區域",I've never been in this general area at all.,rural area; local area; specific area,A1
Already,/ɔˈlɹɛdi/,adv.,no changes,None,prior to a specified or implied time｜在指定的或暗示的時間之前,I have already finished my homework.,enough already; already done; already here,A1
Apartment,/əˈpɑɹtmənt/,n.,"apartment, apartments",None,a suite of rooms usually on one floor of an apartment house｜通常位於公寓大樓某一層的一套房間,She rents a small apartment near her school.,apartment building; rent an apartment; small apartment,A1
Act,/ˈækt/,v.,"act, acts, acted, acted, acting","actor (n.), acting (n.), action (n.), actable (adj.), actuate (v.)","to do something; to perform a role in a play, film, or show｜做某事；在戲劇、電影或節目中扮演角色",The children act very well on stage.,act quickly; act responsibly; act on advice,A1
Appear,/əˈpɪɹ/,v.,"appear, appears, appeared, appeared, appearing",appearance (n.),to begin to be seen; to come into sight｜開始被看見；出現,The sun will appear over the hills very soon.,suddenly appear; appear on screen; appear in court,A1
Anything,/ˈɛniˌθɪŋ/,pron.,no changes,None,a thing of any kind; one or more things｜任何種類的東西；一個或多個事物,You can ask me anything you want to know.,anything else; anything like that; hardly anything,A1
Agree,/əˈɡɹi/,v.,"agree, agrees, agreed, agreed, agreeing","agreeable (adj.), agreement (n.)",be in accord; be in agreement｜達成一致；同意,"No, nobody agrees with me on this.",totally agree; generally agree; strongly agree,A1
