"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Suburban","/səˈbɝbən/","adj.","suburban, more suburban, most suburban","suburbia (n.), suburbanize (v.)","relating to or characteristic of or situated in suburbs","For a realistic suburban scenario in Ghent city, Belgium, we determine the optimality among the KPIs.","suburban shoppers; suburban neighborhood; suburban sprawl","C1"
"Successor","/səˈksɛsɚ/","n.","successor, successors","succeed (v.)","a person who follows next in order","It describes the various heuristic methods developed over time and their successor, which utilizes a pick success predictor trained on real production data.","potential successor; designated successor; natural successor","C1"
"Sturdy","/ˈstɝdi/","adj.","sturdy, sturdier, sturdiest","sturdiness (n.)","having rugged physical strength; inured to fatigue or hardships","Talon's new zippers were way sturdier Talon's new zippers were way sturdier than Judson's hook and eye design than Judson's hook and eye design because their parts were way simpler.","sturdy structure; sturdy enough; sturdy construction","C1"
"Subsidy","/ˈsʌbsɪdi/","n.","subsidy, subsidies","subsidise (v.), subsidize (v.)","a grant paid by a government to an enterprise that benefits the public","The program requires 70% of that subsidy to go to carriers who offer passenger service to the communities.","government subsidy; wage subsidy; farm subsidy","C1"
"Subtle","/ˈsʌtəl/","adj.","subtle, subtler, subtlest","None","difficult to detect or grasp by the mind or analyze","There was a subtle change in his tone that most people would never notice.","subtle details; subtle message; subtle shift","C1"
"Superstition","/ˌsupɚˈstɪʃən/","n.","superstition, superstitions","superstitious (adj.)","an irrational belief arising from ignorance or fear","These results highlight the ""rational superstition"" phenomenon in AI, where belief is driven more by mental heuristics and intuition than critical evaluation.","popular superstition; mere superstition; common superstition","C1"
"Subsequent","/ˈsʌbsəkwənt/","adj.","no changes","subsequence (n.), subsequentness (n.)","following in time or order","I think one of the biggest contributors to their ongoing symptoms and their subsequent readjustment was being called baby killers.","subsequent periods; subsequent events; subsequent analysis","C1"
"Substitute","/ˈsʌbstəˌtut/","n.","substitute, substitutes","substituting (n.), substitution (n.)","a person or thing that takes or can take the place of another","We need to be looking already for substitutes that can take the place of lithium or whatever.","perfect substitute; close substitute; suitable substitute","C1"
"Superb","/sʊˈpɝb/","adj.","superb, more superb, most superb","None","of surpassing excellence","And if I put it up to superb little.","superb performance; superb quality; superb view","C1"
"Supervisor","/ˈsupɚˌvaɪzɚ/","n.","supervisor, supervisors","supervise (v.)","one who supervises or has charge and direction of","Current AI alignment paradigms rely on behavioral correction: external supervisors observe outputs, judge against preferences, and adjust parameters.","visual effects supervisor; music supervisor; immediate supervisor","C1"
"Substantial","/səbˈstæntʃəl/","adj.","substantial, more substantial, most substantial","substance (n.), substantiality (n.), substantialness (n.)","fairly large","This may have both been co-caused by climate change as well as a substantial increase in global warming.","substantial evidence; substantial drops; substantial complexity","C1"
"Suite","/ˈswit/","n.","suite, suites","None","a musical composition of several movements only loosely connected","Celebrities visiting the gifting suite included Judith Hoag, Carolyn Hennesy, Kate Linder, Chris Mulkey, Jim O'Heir and John Salley.","full suite; comprehensive suite; broad suite","C1"
"Supervision","/ˌsupɚˈvɪʒən/","n.","supervision, supervisions","supervise (v.)","management by overseeing the performance or operation of a person or group","The key to our approach is to fully leverage the dynamic motion patterns over sequential point clouds as supervision signals to automatically discover rigid objects.","limited supervision; supervision signals; without any supervision","C1"
"Surplus","/ˈsɝpləs/","n.","surplus, surpluses","None","a quantity much larger than is needed","Agents wish to enter into contracts in order to generate surplus which then must be divided among the participants.","trade surplus; budget surplus; surplus value","C1"
"Supreme","/səˈpɹim/","adj.","no changes","None","final or last in your life or progress","The Supreme Court unanimously held that this racial ""gerrymandering"" violated the Constitution.","supreme court; supreme commander; supreme power","C1"
"Supposedly","/səˈpoʊzədli/","adv.","supposedly, more supposedly, most supposedly","None","believed or reputed to be the case","The painting was supposedly created by a famous artist, though no one could verify the claim.","supposedly true; supposedly safe; supposedly free","C1"
"Surplus","/ˈsɝpləs/","adj.","surplus, more surplus, most surplus","None","more than is needed, desired, or required","Agents wish to enter into contracts in order to generate surplus which then must be divided among the participants.","surplus stock; surplus funds; surplus labour","C1"
"Surveillance","/sɚˈveɪləns/","n.","surveillance, surveillances","None","close observation of a person or group (usually by the police)","The way these Hacktivism work to develop and distribute resembles the anarchist ideals, especially when it comes to preserving users' privacy from Mass surveillance.","mass surveillance; video surveillance; constant surveillance","C1"
"Symbolic","/sɪˈmbɑlɪk/","adj.","symbolic, more symbolic, most symbolic","symbol (n.)","relating to or using or proceeding by means of symbols","The dove is widely recognised as a symbolic representation of peace and reconciliation.","symbolic gesture; symbolic value; symbolic representation","C1"
"Swap","/ˈswɑp/","n.","swap, swaps","None","an equal exchange","Slayton then decided to swap the prime and backup crews of the D and E missions.","hot swap; silently swap; swap meet","C1"
"Sustainable","/səˈsteɪnəbəl/","adj.","sustainable, more sustainable, most sustainable","sustain (v.), sustainability (n.)","capable of being sustained","According to the World Bank, Algeria is making progress towards its goal of ""reducing by half the number of people without sustainable access to improved drinking water and basic sanitation by 2015""","sustainable peace; sustainable abundance; sustainable solutions","C1"
"Tangle","/ˈtæŋɡəl/","n.","tangle, tangles","None","a twisted and tangled mass that is highly interwoven","But then his wife saw prevent tangles.","huge tangle; form tangle; protein tangle","C1"
